"rechteckgraben";"ritus";"alterbem";"aalter";"g_loc08_id";"grabkonstr";"grabhoehenlage";"laenge";"breite";"tiefe";"leichenbeh";"holzreste";"steinpackungsunterlage";"steinabdeckung";"brandspuren";"steinkiste";"steinkranz";"steineinfassunglangseite";"steineinfassungschmalseite";"gruenspan";"ausrichtung";"kopfbekannt";"tangentiallage";"phase";"individuenzahl";"folgegrab";"zusammenmitgrab";"geschlecht";"geschlecht_arch";"g_bem"
f;560;"leer
";534;10939;406;424;0;0;0;448;f;f;t;f;f;f;f;f;f;470;f;490;502;0;f;"leer
";514;514;"leer
"
f;560;"leer
";524;10941;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;479;f;490;502;0;f;"leer
";510;514;"leer
"
f;560;"leer
";534;10942;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"leer
";514;512;"leer
"
f;560;"leer
";520;10943;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"leer
";514;514;"leer
"
f;550;"leer
";534;12855;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;1;f;"leer
";514;514;"leer
"
f;550;"leer
";534;12856;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;1;f;"leer
";514;514;"leer
"
f;550;"leer
";534;1421;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;1;f;"leer
";514;514;"leer
"
f;560;"leer
";534;41;401;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"leer
";514;514;"leer
"
f;550;"leer
";534;13124;406;421;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;1;f;"leer
";514;514;"leer
"
f;560;"leer
";534;6686;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"leer
";514;514;"leer
"
f;550;"leer
";534;12876;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;501;0;f;"leer
";514;514;"leer
"
f;555;"leer
";534;1569;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;1;f;"leer
";514;514;"leer
"
f;555;"leer

";534;6685;406;424;0;0;0;448;f;f;f;t;f;f;f;f;f;470;f;490;502;0;f;"leer

";514;514;"leer

"
f;555;"leer
";534;1570;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"leer
";514;514;"leer
"
f;550;"leer

";534;13189;406;424;0;0;0;443;t;f;t;f;f;f;f;f;f;470;f;487;502;1;f;"leer

";514;514;"leer

"
f;550;"leer

";534;1572;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;471;f;487;502;1;f;"leer

";514;514;"leer

"
f;555;"leer
";534;1571;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;487;502;1;f;"leer
";514;514;"leer
"
f;555;"leer
";534;1575;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;487;502;1;f;"leer
";514;514;"leer
"
f;550;"leer
";534;1578;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;501;1;f;"leer
";514;514;"leer
"
f;555;" 
";534;1577;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;487;500;1;f;"0
";514;514;"lt. Fundbericht Sautter.
"
f;555;"leer
";534;1580;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;501;1;f;"leer
";514;514;"leer
"
f;555;"leer
";534;1579;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;501;1;f;"leer
";514;514;"leer
"
f;550;" 
";534;1582;406;424;0;0;0;448;f;f;t;f;f;f;f;f;f;470;f;487;502;1;f;"0
";514;513;"lt. Fundbericht Sautter.
"
f;555;"leer
";534;1583;406;424;0;0;0;448;f;f;f;t;f;f;f;f;f;470;f;490;502;1;f;"leer
";514;514;"leer
"
f;555;"leer
";534;1584;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;1;f;"leer
";514;514;"leer
"
f;555;"leer
";534;1585;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;1;f;"leer
";514;514;"leer
"
f;551;" 
";534;1550;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;t;487;502;1;f;"0
";513;514;"Nach Fundbericht Sautter
"
f;555;"leer
";534;1554;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;1;f;"leer
";514;514;"leer
"
f;555;"leer
";534;1553;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;1;f;"leer
";514;514;"leer
"
f;550;"
";534;10493;401;420;0;0;0;448;f;f;f;f;f;f;f;f;f;483;f;490;500;1;f;"leer
";514;514;"
"
f;560;"leer
";529;12904;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;471;f;490;502;1;f;"leer
";512;514;"Lag auf der flachen Uferböschung eines Neckarlaufes (evtl. ertrunken im Neckar?)
"
f;550;"leer
";531;12917;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;479;t;490;502;1;f;"leer
";513;514;"leer
"
f;550;"leer
";528;12918;406;421;0;0;0;448;f;f;f;f;f;f;f;f;f;477;t;490;502;1;f;"leer
";510;514;"leer
"
f;560;"leer
";534;13217;406;424;0;0;0;444;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"leer
";514;514;"leer
"
f;550;"leer
";534;12921;406;420;0;0;0;448;f;f;f;f;f;f;f;f;f;479;t;487;502;1;f;"leer
";511;514;"leer
"
f;550;"
";534;13079;401;421;0;0;0.8;448;f;f;f;f;f;f;f;f;f;470;f;490;502;1;f;"leer
";514;514;"
"
f;550;"leer

";534;12922;402;421;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;1;f;"leer

";514;514;"Bestattung in Siedlungsgrube (2) 12920. 

"
f;550;"
";534;12923;406;421;0;0;1.75;448;f;f;f;f;f;f;f;f;f;483;t;490;500;1;f;"leer
";514;512;"
"
f;550;" 
";534;63;401;421;2;0;0.55;448;f;f;f;f;f;f;f;f;f;471;f;490;502;0;f;"0
";514;514;" 
"
f;550;"leer
";534;13125;406;421;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;1;f;"leer
";514;514;"leer
"
f;560;"leer


";534;3146;400;424;0;0;0;448;f;f;t;f;f;f;f;f;f;470;f;490;502;1;f;"leer


";514;514;"
"
f;550;"leer


";523;3147;406;424;0;0;0;448;f;f;t;f;f;f;f;f;f;470;f;490;502;1;f;"leer


";514;514;"leer

Steinpackung
 
Die Skelettreste stammten angeblich von einem jugendlichen Individuum. 

"
f;550;"leer

";523;3135;405;424;2.4;0.85;0;448;f;f;t;f;f;f;f;f;f;471;f;488;502;1;f;"leer

";514;514;"
Von EINER Seite mit hochkant gestellten
Steinen umfasst.
Lang- oder Schmalseite nicht bekannt.

Des Weiteren ist von Steinmasse die Rede.
Nicht genau erkennbar, was gemeint ist.

Decksteine.

"
f;560;"leer

";534;3118;406;421;0;0;0.3;448;f;f;f;f;f;f;f;f;f;470;f;487;502;1;f;"leer

";514;514;"
Es ist nur von Steinlage die Rede. Position 
unklar.

"
f;560;"
";534;1606;406;424;0;0;0;448;f;f;f;f;f;t;f;f;f;470;f;490;502;1;f;"leer
";514;514;"Grab mit Steinsetzung
"
f;560;"Ältere Person";534;13851;406;424;0;0;1.75;448;t;f;f;f;f;f;f;f;f;479;t;490;502;1;f;"leer";514;514;"leer"
f;555;"leer
";534;2355;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"leer
";514;514;"leer
"
f;551;"
";534;10601;401;421;0;0;0.85;448;f;f;f;f;f;f;f;f;f;479;f;490;500;1;f;"leer
";514;514;"Laenge der Person wurde mit 1,9 m angegeben.
Rechteckige Grabgrube.
"
f;550;"leer
";534;14042;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"leer
";514;514;"leer
"
f;560;"leer

";534;2966;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;501;0;f;"leer

";514;512;"vollständig zerstört

"
f;550;"ca. 40 Kahre anhand von Untersuchungen der Zähne



";527;13429;401;421;0;0;0;448;t;f;f;f;f;f;f;f;f;479;f;487;502;1;f;"leer



";514;514;"S-N orientiert
165 cm groß


"
f;550;"leer
";534;133;406;420;0;0;0;448;f;t;t;f;f;f;f;f;f;470;f;490;502;0;f;"leer
";514;514;"leer
"
f;560;"";534;13470;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;555;" 


";534;3556;406;424;0;0;0;443;t;f;f;f;f;f;t;f;f;470;f;487;502;1;f;"0


";514;514;"

"
f;560;"";534;13473;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13474;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13475;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13476;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13477;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13478;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13479;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13480;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13481;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13482;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13483;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13485;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;550;"leer
";534;9161;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;475;f;490;502;1;f;"leer
";514;514;"leer
"
f;550;"
";534;2446;400;421;0;0;0.3;448;f;f;f;f;f;t;f;f;f;479;t;490;502;1;f;"leer
";514;514;"Skelett von Steinen eingefasst
"
f;557;"leer
";534;9149;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"leer
";514;514;"leer
"
f;550;"leer
";534;2896;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;501;0;f;"leer
";514;514;"leer
"
f;560;"";534;13492;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13493;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13494;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13496;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13497;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13498;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13500;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13501;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;550;"leer
";531;12987;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;485;f;490;502;1;f;"leer
";514;510;"leer
"
f;560;"";534;12939;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12940;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12941;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12942;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12943;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;550;"12jähriges Kind
";522;12988;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;475;f;490;502;1;f;"leer
";514;514;"leer
"
f;560;"";526;7121;406;424;0;0;0;441;f;f;f;f;f;f;f;f;f;470;f;490;502;1;f;"0";514;514;""
f;560;"";534;2260;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;551;"";525;7120;400;421;0;0;0;440;f;f;t;f;f;f;f;f;f;479;t;487;500;1;f;"0";512;514;""
f;560;"";534;12945;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12946;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12947;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;550;"leer
";534;12989;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;475;t;490;502;1;f;"leer
";514;514;"leer
"
f;555;"leer
";534;1612;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;501;1;f;"leer
";514;514;"leer
"
f;560;"leer

";534;82;400;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"leer

";514;512;"leer

"
f;550;"
";534;1607;406;420;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"leer
";514;514;"
"
f;560;"";534;12953;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;555;" 
";534;2356;406;424;0;0;0;448;f;f;f;t;f;f;f;f;f;470;f;490;502;0;f;"0
";514;514;"
"
f;558;"leer
";534;10990;406;424;0;0;0;448;f;f;f;t;f;t;t;t;f;470;f;490;502;0;f;"leer
";514;514;"leer
"
f;550;"leer
";534;132;406;420;0;0;0;448;f;t;t;f;f;f;f;f;f;470;f;490;502;0;f;"leer
";514;514;"leer
"
f;560;"";534;13502;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13503;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;555;"leer
";534;13654;406;424;0;0;0;448;f;f;f;t;f;f;f;f;f;470;f;490;502;0;f;"leer
";514;514;"leer
"
f;560;"";534;12963;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12964;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;550;"lee
";534;2429;401;421;0;0;0.3;448;f;f;f;f;f;t;f;f;f;483;t;490;502;1;f;"leer
";514;514;"
"
f;560;"";534;12966;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12967;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12968;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12969;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12970;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12971;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12973;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12974;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12975;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12976;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12977;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12978;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12979;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12980;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12981;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12982;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12983;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12984;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12985;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12986;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12990;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12991;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12992;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12993;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12994;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12995;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12996;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12997;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12998;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;12999;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13000;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;551;"

";534;10591;401;421;2.5;0.6;1;448;f;f;f;f;f;f;f;f;f;479;t;490;501;1;f;"leer

";514;514;"Bei dieser Nachbestattung Primärgrab gestört; urnenfelderzeitliche Beigaben bei Nachbestattung sekundär beigesetzt. Grabtiefe geschätzt - keine genauen Angaben.

"
f;560;"";534;13003;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13004;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13005;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;558;"leer
";534;10991;406;420;0;0;0;448;f;f;t;t;f;t;f;f;f;470;f;490;502;0;f;"leer
";514;514;"leer
"
f;560;"";534;13437;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;551;"";526;7123;400;421;0;0;0;440;t;f;f;f;f;f;f;f;f;479;t;487;500;1;f;"0";512;514;""
f;560;"";534;13438;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13010;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13011;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13439;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13440;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13014;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13441;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13016;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13442;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13443;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13021;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13022;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13023;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13024;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13025;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13026;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13027;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13028;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13029;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13030;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13031;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13032;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13033;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13034;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13035;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13036;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13037;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13038;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13039;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13040;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13041;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13042;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13043;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13044;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13045;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13046;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13047;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13048;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13049;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13050;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13051;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13052;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13055;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13056;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13058;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13059;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13060;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13061;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13062;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13063;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;555;" 
";534;2358;406;424;0;0;0;448;f;f;f;t;f;f;f;f;f;470;f;490;502;1;f;"0
";514;514;"
"
f;560;"
";534;13357;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"leer
";514;514;"siehe Beschreibung.
"
f;550;"leer
";534;131;406;420;0;0;0;448;f;t;t;f;f;f;f;f;f;470;f;490;502;0;f;"leer
";514;514;"leer
"
f;560;"";534;13067;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13068;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13444;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13070;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13071;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13072;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13073;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13074;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13446;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
f;560;"";534;13447;406;424;0;0;0;448;f;f;f;f;f;f;f;f;f;470;f;490;502;0;f;"";514;514;""
