"loc09_id";"loc09_loc08_id";"loc09_nam";"loc09_typ";"loc09_text_beschr";"loc09_text_bem";"loc09_text_lit";"x";"y";"loc09_autochron"
13262;14555;"neuer Datensatz";224;"";"";"";;;"Eisenzeit>Hallstatt-D,"
1535;1535;"Körpergrab";220;" 
";"Funde gehören zum männlichen Skelett.
";"
";0;0;"Eisenzeit,"
13263;14570;"xx";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt-D1,Eisenzeit>Hallstatt-D3,"
1536;1536;"Körpergrab";220;" 

";"Nur die zwei Bronzefußringe in situ bei Skelett b gefunden, die anderen Beigaben auf der Grabsohle.
";"

";0;0;"Eisenzeit>Hallstatt-D3,"
9048;9048;"Grab h";224;" 
";"
";"leer
";0;0;"Eisenzeit,"
11708;12243;"xx";224;"";"";"";;;"Eisenzeit,"
9049;9049;"Grab i";224;" 
";"
";"leer
";0;0;"Eisenzeit>Hallstatt,"
13417;14914;"neuer Datensatz";224;"";"";"";;;"Eisenzeit>Hallstatt,Eisenzeit>Ältere Latènezeit>Latène-A,"
13418;14915;"neuer Datensatz";224;"";"";"";;;"Eisenzeit>Hallstatt,"
11934;12565;"Fund";224;"
";"Außerhalb des Steinkranzes in 20 cm Tiefe.
";"
";0;0;"Eisenzeit,"
9763;9763;"Grab";223;"Aufgrund der weit um die Bestattung verstreuten Beigaben, möglicherweise vor Ausgrabung 1883 schon beraubt.
Datierung über das Schwert in Latène-Zeit.
";"Funde 1964 im Landesmuseum Karlsruhe nicht auffindbar. Fundzusammenhang und Zeitstellung nicht gesichert.
";"
";0;0;"Eisenzeit>Hallstatt,"
9762;9762;"Grab";222;"Grabgrube durch rechteckige Steinsetzung markiert, und teilweise in den gewachsenen Boden eingetieft. Unter den Schenkelknochen Holzreste, wahrscheinlich von Leichenbrett.

";"

";"

";0;0;"Eisenzeit>Hallstatt-C,Eisenzeit>Hallstatt-D,"
13419;14917;"neuer Datensatz";224;"";"";"";;;"Eisenzeit,"
13578;12210;"neuer Datensatz";224;"";"";"";;;"undatiert"
1542;1542;"Grab 5";220;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt-D1,"
13420;14918;"neuer Datensatz";224;"";"";"";;;"Eisenzeit>Hallstatt,"
1543;1543;"Grab 6";220;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt-D,"
13421;14919;"neuer Datensatz";224;"";"";"";;;"Eisenzeit>Hallstatt,"
1544;1544;"Grab 7";220;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt-D1,"
11750;12299;"xx";224;"";"";"";;;"Eisenzeit>Hallstatt,"
9050;9050;"Grab k";224;" 
";"
";"leer
";0;0;"Eisenzeit>Hallstatt,"
13422;14908;"neuer Datensatz";224;"";"";"";;;"Eisenzeit>Latène,Eisenzeit>Hallstatt-C,"
1549;1549;"Grab 8";220;" 
";"
";"
";0;0;"Eisenzeit,"
11759;12338;"xx";224;"";"";"";;;"Eisenzeit>Hallstatt-D,"
1545;1545;"Grab 9";220;" 
";"
";"
";0;0;"Eisenzeit,"
11757;12336;"xx";224;"";"";"";;;"Eisenzeit>Hallstatt,"
11935;12563;"Streufunde";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit,"
11756;12335;"xx";224;"";"";"";;;"Eisenzeit>Hallstatt,"
1547;1547;"Grab 11";220;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt-D1,Eisenzeit>Hallstatt-D3,"
11802;12385;"xx";224;"";"";"";;;"Eisenzeit,"
1540;1540;"Grab 1";220;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt-D1,"
11803;12386;"xx";224;"";"";"";;;"Eisenzeit,"
1548;1548;"Grab 13";220;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt-D,"
11816;12402;"xx";224;"";"";"";;;"Eisenzeit>Hallstatt,"
11936;12570;"Oberflächenfunde";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Ältere Latènezeit>Latène-A,Eisenzeit>Hallstatt-D3,"
11817;12403;"xx";224;"";"";"";;;"Eisenzeit>Hallstatt,"
9802;9802;"Streufunde";223;"Insgesamt neun Scherben (zwei Rand- und sieben Wandscherben), die von etwa zehn angepflügten Gruben aufgelesen wurden.
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
1552;1552;"Einzelfund";223;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
11818;12404;"xx";224;"";"";"";;;"Eisenzeit>Hallstatt,"
1494;1494;"Lesefunde";223;" 
";"
";"
";0;0;"Eisenzeit,"
11812;12398;"xx";224;"";"";"";;;"Eisenzeit>Hallstatt,"
11813;12399;"xx";224;"";"";"";;;"Eisenzeit>Hallstatt,"
1556;1556;"Siedlungsbefund";221;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt,Eisenzeit>Latène,"
11814;12400;"xx";224;"";"";"";;;"Eisenzeit>Hallstatt,"
11937;12571;"Grube 1";224;"War bereits teilweise ausgenommen, flach muldenförmig, keine Funde.
";"
";"
";0;0;"undatiert"
11805;12388;"xx";224;"";"";"";;;"Eisenzeit>Hallstatt,"
11938;12572;"Einzelfunde";224;"
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
11809;12395;"xx";224;"";"";"";;;"Eisenzeit>Jüngere Latènezeit,"
9803;9803;"Einzelfunde";223;"Einzelfunde von 1984, Breslauerstr. 21.
";"
";"
";0;0;"Eisenzeit>Latène,"
13423;14920;"neuer Datensatz";224;"";"";"";;;"Eisenzeit>Hallstatt,"
9539;9539;"Grab";222;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
12133;12859;"Streufund ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12134;12860;"Grube ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12135;12861;"Streufunde ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
6737;6737;"xx";224;" 

";"

";"

";0;0;"Eisenzeit>Hallstatt-C,"
12043;12729;"Streufund";223;"
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
9538;9538;"Grube";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt,Eisenzeit>Latène,"
6739;6739;"Einzelfunde";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
12047;12736;"Keller/ Gruben";224;"
";"
";"
";0;0;"Eisenzeit>Hallstatt-D3,"
6740;6740;"Einzelfunde";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt-D2,"
6787;6787;"Streufunde";224;" 
";"
";"leer
";0;0;"Eisenzeit>Hallstatt-D,"
12137;12863;"Trichtergrube";224;"
";"
";"
";0;0;"Eisenzeit,"
12138;12862;"Einzelfunde";224;"
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
12049;12740;"Einzelfunde";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt-D,"
6741;6741;"Körperbestattung";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt-D,"
7438;7438;"Grab in Grube 1";224;" In Grube 1 eingetieft, Bestattung eines Kleinkindes. Keine näheren Angaben. 

";"

";"leer

";0;0;"undatiert"
147;147;"Streufund";224;" 
";"
";"leer
";0;0;"Eisenzeit>Jüngere Latènezeit,"
12050;7438;"Grube 1";224;"Funde aus Grube, konnten nicht dem Grab zugeordnet werden. 

";"leer

";"leer

";0;0;"Eisenzeit>Hallstatt,Eisenzeit>Ältere Latènezeit>Latène-A,"
12052;12742;"Streufunde ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12053;12743;"Grube 2 ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12054;12744;"Grube 3 ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt-D,"
12055;12745;"Grube 1 ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
6742;6742;"Nachbestattung 1";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
7441;7441;"Streufunde ";224;" 
";"
";"leer
";0;0;"Eisenzeit>Hallstatt,"
9120;9120;"Grab";224;" 
";"
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12051;12741;"Funde 1830 und 1894";224;"
";"
";"
";0;0;"Eisenzeit>Ältere Latènezeit,Eisenzeit>Hallstatt-D2,Eisenzeit>Hallstatt-D3,"
12139;12864;"Grube 1 ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12056;12746;"Streufunde";224;"
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
12057;12747;"Streufund";224;"
";"
";"
";0;0;"Eisenzeit,"
12059;12749;"Lesefunde";224;"
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12062;12752;"Lesefunde";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12140;12877;"Einzelfunde";224;"
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
12144;12880;"Einzelfund";224;"
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
12145;12882;"Einzelfunde";224;"
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
12147;12883;"Einzelfunde";224;"
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
12141;12876;"xx";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt-C,Eisenzeit>Hallstatt-D1,"
9779;9779;"Kulturschicht";222;"Schichtabfolge:
Ca. 3,8 m mächtige Schwemmschicht,
darunter 0,9 - 1,2 m schwarzer Flachmoortorf, an dessen Untergrenze die Funde zutage traten (bzw. in die die Funde nineinragten),
darunter 0,05 m starkes Tonband,
dann Kies.
Lößaufschwemmung dementsprechend posthallstattzeitlich. 
Bei den Funden menschliche Knochen mit Tierknochen vermischt aufgetreten.


";"


";"


";0;0;"Eisenzeit>Hallstatt,Eisenzeit>Latène,"
1570;1570;"Brandgrab";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
12058;12748;"Grube 1";224;"leer

";"leer

";"leer

";0;0;"Eisenzeit>Hallstatt,"
12061;12751;"Grube 2 ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12142;12865;"Grube 2 ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12143;12867;"Grube 4 ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12146;12868;"Grube 21";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12148;12869;"Grube 31/Grubenhaus ";224;"leer

";"leer

";"leer

";0;0;"Eisenzeit>Hallstatt,"
9780;9780;"Einzelfund";223;" 

";"Urne & Eisenschwertklinge, ursprünglich wahrscheinlich einem Flachgrab zugehörig.

";"

";0;0;"Eisenzeit>Latène,"
1572;1572;"Körperbestattung";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt,Eisenzeit>Jüngere Latènezeit>Latène-D,"
7442;7442;"Streufunde ";224;" 
";"
";"leer
";0;0;"Eisenzeit>Hallstatt,Eisenzeit>Ältere Latènezeit>Latène-A,"
1571;1571;"Brandbestattung";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
9781;9781;"Einzelfund";224;"Einzelfund, Bronzearmring, bei Anlage von Schießständen faast auf Waldoberfläche gefunden, befundlos


";"
";"
";0;0;"Eisenzeit>Hallstatt-D,"
1575;1575;"Brandbestattung";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt-C,"
12060;12750;"Einzelfund";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit,"
1578;1578;"Nachbestattung";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt-D1,"
9782;9782;"Einzelfund";224;" 
";"
";"
";0;0;"Eisenzeit,"
1577;1577;"Brandbestattung";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt-D,"
6801;6801;"Streufunde";224;" 
";"
";"leer
";0;0;"Eisenzeit>Hallstatt,"
1580;1580;"Nachbestattung";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
10082;10082;"Grube";223;"Streufunde im Bereich einer angepflügten Grube.
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
1579;1579;"Nachbestattung 2";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
12063;12754;"Grab 1-4";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
1582;1582;"Körperbestattung";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt-D,"
1583;1583;"Brandbestattung";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt-C,"
12064;12756;"Grab 2";224;"
";"
";"
";0;0;"Eisenzeit>Hallstatt-C,"
12065;12757;"Grab 1";224;"
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt-D,"
12066;12758;"Grab 2";224;"
";"
";"
";0;0;"Eisenzeit>Ältere Latènezeit,Eisenzeit>Hallstatt-D1,"
12067;12759;"Funde die nicht zuzuordnen sind";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt-D2,"
847;847;"Einzelfund";224;" 
";"
";"leer
";0;0;"Eisenzeit>Latène,Eisenzeit>Hallstatt-C1,"
10083;10083;"Streufunde";223;"Feldbegehung
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
1584;1584;"Brandgrab";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt-C,"
10908;10908;"Grab 1";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt-D2,"
1585;1585;"Brandgrab";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
1586;1586;"Einzelfunde";224;" 
";"
";"
";0;0;"undatiert"
148;148;"Grab";224;" 

";"

";"leer

";0;0;"Eisenzeit>Hallstatt,"
7445;7445;"Grubenhaus";224;" 
";"
";"leer
";0;0;"Eisenzeit>Hallstatt,"
6743;6743;"Lesefunde";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
10054;10054;"Streufunde";223;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
10493;10493;"Grab 3";222;"Dicht neben Grab 1, Grabgrube nicht sichtbar, Tiefe 1,4 m, Skelett nur teilweise erhalten.


";"


";"


";0;0;"Eisenzeit>Hallstatt-D,"
12068;12760;"Grube ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12149;12886;"Grube ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt-D3,"
12151;12888;"Streufunde ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12069;12761;"Grube 1";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12070;12762;"Grube 2";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12150;12887;"Einzelfund";223;"
";"
";"
";0;0;"Eisenzeit>Hallstatt-D,"
7449;7449;"Grab 2 ";224;" 
";"
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12152;12889;"Streufunde ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
10055;10055;"Lesefunde";223;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt-C,Eisenzeit>Hallstatt-D,Eisenzeit>Ältere Latènezeit>Latène-A,"
12153;12890;"xx";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt-D,"
9121;9121;"Grab";224;" 
";"
";"leer
";0;0;"Eisenzeit>Hallstatt,"
7450;7450;"Grube ";224;" 

";"


";"leer


";0;0;"Eisenzeit>Hallstatt,Eisenzeit>Ältere Latènezeit>Latène-A,"
12154;12897;"neuer Datensatz";224;"";"";"";;;"Eisenzeit>Hallstatt-D,Eisenzeit>Ältere Latènezeit>Latène-A,Eisenzeit>Ältere Latènezeit>Latène-B,"
12155;12898;"neuer Datensatz";224;"";"";"";;;"Eisenzeit>Hallstatt,"
12072;7450;"Pfostengrube ";224;"leer
";"leer
";"leer
";0;0;"undatiert"
12071;7450;"Steinsetzung";224;"Steinsetzung in Grubenschicht, mit Brandrötung. 
";"leer

";"leer

";0;0;"undatiert"
12156;12899;"neuer Datensatz";224;"";"";"";;;"Eisenzeit>Hallstatt,"
12157;12900;"neuer Datensatz";224;"";"";"";;;"Eisenzeit>Hallstatt-D,"
12158;12905;"neuer Datensatz";224;"";"";"";;;"Eisenzeit>Hallstatt,"
7456;7456;"Siedlungsschicht ";224;" 
";"
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12159;12906;"Grab";224;"
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
12161;12909;"Holzkohleschicht ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt-C,"
12163;12910;"Streufunde ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
9806;9806;"Geröllschicht";222;"Geröllschicht, die ca. zwei Meter unter der Oberfläche zutage trat.
";"
";"
";0;0;"Eisenzeit>Hallstatt-D,"
12073;6804;"Grube";224;"leer

";"leer

";"leer

";0;0;"Eisenzeit>Hallstatt-D,"
12164;12914;"Grube 5 ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12166;12916;"Gruben";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12168;12918;"Grab B";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Latène,"
12170;12920;"Grube 2 ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12171;12925;"Streufunde ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12174;12924;"Grube 1";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12175;12928;"Grube 3 ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
6804;6804;"Feuerstelle";224;" 


";"


";"leer


";0;0;"Eisenzeit>Hallstatt-D,"
12165;9806;"Lehmgrube";222;"Alte Lehmgrube innerhalb der Geröllschicht, ca. 2,5 Meter unter der Oberfläche.
";"
";"
";0;0;"Eisenzeit>Latène,"
6803;6803;"Feuerstelle";224;" 
";"aus shkr1 liegen keine info vor
";"leer
";0;0;"Eisenzeit>Hallstatt-D,Eisenzeit>Ältere Latènezeit>Latène-A,"
12167;12917;"Grab";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
9101;9101;"Grab";224;" 
";"
";"leer
";0;0;"Eisenzeit>Hallstatt-D1,"
10041;10041;"Grube";223;"Eine grubenartige Verfärbung wurde beobachtet.
";"
";".
";0;0;"Eisenzeit>Hallstatt,"
7458;7458;"Grube ";224;" Dunkelbraune bis schwarze Verfüllung. 
";"
";"leer
";0;0;"Eisenzeit>Hallstatt,Eisenzeit>Ältere Latènezeit>Latène-A,"
12074;12764;"Grube ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit,"
12075;12772;"Funde aus Befund 4";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit,"
12076;12773;"Grube ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit,"
12077;12774;"Funde ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
10048;10048;"Siedlungsreste";223;"Bei Feldbegehung Streufunde aus Gruben aufgelesen.
";"
";"
";0;0;"Eisenzeit>Ältere Latènezeit>Latène-A,"
1395;1395;"Grab 1 ";224;" 
";"
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12169;12921;"Grab";224;"
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
9104;9104;"Streufunde";224;" 
";"
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12172;12923;"Grab";224;"Ein Flachgrab bei Baumaßnahmen angeschnitten.
";"
";"
";0;0;"Eisenzeit>Latène,Eisenzeit>Hallstatt-D,"
7468;7468;"Grab 2 ";224;" 
";"
";"leer
";0;0;"Eisenzeit>Hallstatt-D,"
12173;12926;"xx";224;"
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
12078;12775;"Siedlung";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12176;12931;"Einzelfund ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit,"
7471;7471;"Streufunde ";224;" 
";"
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12177;12932;"Grube";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12178;12933;"Grube ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12079;12776;"Einzelfund";224;"
";"
";"
";0;0;"Eisenzeit>Hallstatt-D,"
12180;12934;"xx";224;"leer
";"leer
";"leer
";0;0;"undatiert"
12080;12777;"Lesefunde";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit,"
67;67;"Grube - Weingärten 58";224;" 
";"
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12081;12778;"Körpergrab";224;"
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
13579;12209;"neuer Datensatz";224;"";"";"";;;"undatiert"
12082;12784;"Brandbestattung";224;"

";"

";"

";0;0;"Eisenzeit>Hallstatt,"
69;69;"Gruben - Wölkbad";224;" 
";"
";"leer
";0;0;"Eisenzeit>Hallstatt,"
6701;6701;"Grab 01";224;" 

";"

";"

";0;0;"Eisenzeit>Hallstatt-D,"
12181;12937;"neuer Datensatz";224;"";"";"";;;"Eisenzeit>Jüngere Latènezeit,"
12186;12943;"xx";224;"";"";"";;;"Eisenzeit,"
10895;10895;"Grube 1";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
66;66;"Kulturschicht - Rappenäcker 24";224;"Laut Fundbericht 22, 1998, S. 71f. ist keine Schichttrennung möglich.
";"
";"leer
";0;0;"Eisenzeit>Hallstatt,Eisenzeit>Ältere Latènezeit>Latène-A,"
7469;7469;"Grab 3 ";224;" 
";"
";"leer
";0;0;"Eisenzeit>Hallstatt-D,Eisenzeit>Ältere Latènezeit>Latène-B,"
12182;12936;"neuer Datensatz";224;"";"";"";;;"Eisenzeit>Ältere Latènezeit>Latène-A,"
12187;12945;"neuer Datensatz";224;"";"";"";;;"Eisenzeit>Latène,Eisenzeit>Hallstatt-C,"
12190;12963;"neuer Datensatz";224;"";"";"";;;"Eisenzeit>Hallstatt-C,"
12193;12967;"neuer Datensatz";224;"";"";"";;;"Eisenzeit>Hallstatt-D,"
12196;12969;"neuer Datensatz";224;"";"";"";;;"Eisenzeit>Hallstatt-D,"
12197;12970;"neuer Datensatz";224;"";"";"";;;"Eisenzeit>Hallstatt-D,"
12198;12971;"neuer Datensatz";224;"";"";"";;;"Eisenzeit>Hallstatt-D,"
10896;10896;"Gruben 1 und 2; 1952";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
12183;12938;"Hügel 1 ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt-D,"
12184;12939;"Hügel 2";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit,"
6707;6707;"Körperbestattung";224;" 
";"
";"
";0;0;"Eisenzeit,"
12188;12947;"Streufund";223;"Streufunde mit Grabbezug

";"Funddatum: 1868.

";"

";0;0;"Eisenzeit>Hallstatt,"
12189;12946;"Streufund";223;"Streufund, möglicherweise Grabbeigaben.
";"Funddatum: 1876.
";"
";0;0;"Eisenzeit>Ältere Latènezeit>Latène-B,"
6706;6706;"Körpberbestattung";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt-D1,"
12191;12964;"Grube ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12192;12965;"Bestattung 1";224;"leer

";"leer

";"leer

";0;0;"Eisenzeit>Hallstatt,"
7470;7470;"nicht zuweisbare Funde";224;" 
";"
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12194;12968;"Streufund";223;"Streufund.
";"
";"
";0;0;"Eisenzeit,"
6702;6702;"Brandgrab";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt-D,"
12199;12972;"Bestattung 2 ";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12200;12973;"Grube 1";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
6704;6704;"Einzelfunde";224;" 
";"
";"
";0;0;"Eisenzeit>Latène,Eisenzeit>Hallstatt-D,"
149;149;"Brandgrab";224;" 
";"
";"leer
";0;0;"Eisenzeit>Ältere Latènezeit,Eisenzeit>Hallstatt-D,"
6705;6705;"Einzelfund";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
12201;12977;"neuer Datensatz";224;"";"";"";;;"Eisenzeit>Hallstatt,"
12202;12979;"neuer Datensatz";224;"";"";"";;;"Eisenzeit,"
9106;9106;"Grab";224;" 
";"
";"leer
";0;0;"Eisenzeit>Hallstatt-C,"
12287;13106;"xx";224;"";"";"";;;"Eisenzeit,"
1381;1381;"Nachbestattung";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt-D,"
12280;13093;"xx";224;"";"";"";;;"Eisenzeit,"
1380;1380;"Hauptbestattung";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
13424;14921;"neuer Datensatz";224;"";"";"";;;"Eisenzeit>Hallstatt-D,"
7472;7472;"Einzelfund ";224;" 
";"
";"leer
";0;0;"Eisenzeit>Hallstatt,"
13425;14922;"neuer Datensatz";224;"";"";"";;;"Eisenzeit>Hallstatt,"
12083;12785;"Lesefunde";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
7473;7473;"Grube ";224;" 
";"
";"leer
";0;0;"Eisenzeit>Hallstatt,"
846;846;"Lesefunde";224;" 
";"
";"leer
";0;0;"Eisenzeit>Hallstatt,"
6708;6708;"Einzelfund";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt-C,"
12084;12786;"Funde";224;"
";"
";"
";0;0;"Eisenzeit>Hallstatt,Eisenzeit>Ältere Latènezeit,"
39;39;"Kulturschicht";220;"unter Hangschutt in 2,5 m Tiefe Brandspuren (rechteckige Hütte?)

";"

";"leer

";0;0;"Eisenzeit>Hallstatt,Eisenzeit>Ältere Latènezeit>Latène-A,"
1378;1378;"Einzelfunde";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt-D,"
6709;6709;"Einzelfunde";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
12203;12976;"Grube 4";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
12085;39;"Schichtung";220;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Hallstatt,"
7474;7474;"Streufunde ";224;" 
";"
";"leer
";0;0;"Eisenzeit>Latène,Eisenzeit>Hallstatt-D,"
6710;6710;"Lesefund";224;" 
";"
";"
";0;0;"Eisenzeit>Ältere Latènezeit>Latène-A,"
144;144;"Höhle";224;" 
";"
";"leer
";0;0;"Eisenzeit>Hallstatt,"
10901;10901;"Körpergräber";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt-D,"
1382;1382;"Hauptbestattung";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt,"
1383;1383;"Nachbestattung 1";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt-D,"
1384;1384;"Nachbestattung 2";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt-D,"
1386;1386;"Einzelfunde";224;" 
";"
";"
";0;0;"Eisenzeit>Hallstatt-D,"
1387;1387;"Doppelbestattung";224;" 
";"
";"
";0;0;"Eisenzeit>Latène,Eisenzeit>Hallstatt-C,"
12086;12787;"xx";224;"leer
";"leer
";"leer
";0;0;"Eisenzeit>Latène,"
12087;12788;"Körperbestattung 1";224;"

";"

";"

";0;0;"Eisenzeit,"
7476;7476;"Streufund";224;" 

";"

";"leer

";0;0;"Eisenzeit>Latène,"
6711;6711;"Lesefunde";224;" 
";"
";"
";0;0;"Eisenzeit,"
