"loc04_id";"loc04_loc03_id";"loc04_nam";"loc04_code";"x";"y"
470;109;"ZWEIBRUECKEN";"DEB3A";3381278.81978;5458585.07538
471;109;"ALZEY-WORMS";"DEB3B";3439031.01628;5513945.29029
472;109;"BAD DÜRKHEIM";"DEB3C";3435300.36683;5480103.73201
473;109;"DONNERSBERGKREIS";"DEB3D";3421600.50538;5500204.65083
474;109;"GERMERSHEIM";"DEB3E";3444695.06755;5442639.08596
475;109;"KAISERSLAUTERN";"DEB3F";3404820.33373;5480006.4354
476;109;"KUSEL";"DEB3G";3389624.04495;5491339.76699
477;109;"SÜDL. WEINSTRASSE";"DEB3H";3430267.08233;5451031.45087
478;109;"LUDWIGSHAFEN";"DEB3I";3453361.75985;5475878.86228
479;109;"MAINZ-BINGEN";"DEB3J";3433816.73938;5532076.87029
480;109;"PIRMASENS";"DEB3K";3402163.79894;5453578.63534
481;110;"SAARBRUECKEN";"DEC01";3351877.57457;5459031.02505
482;110;"MERZIG-WADERN";"DEC02";3332373.53351;5487119.83173
483;110;"NEUNKIRCHEN";"DEC03";3363727.89723;5473010.84539
484;110;"SAARLOUIS";"DEC04";3339283.37519;5471104.03385
485;110;"SAARPFALZ-KREIS";"DEC05";3372369.58968;5458848.27146
486;110;"SANKT WENDEL";"DEC06";3362876.35786;5489095.46609
487;111;"CHEMNITZ";"DED01";3776517.70739;5640247.49019
488;111;"DRESDEN";"DED02";3835035.38312;5669528.32699
489;111;"GÖRLITZ";"DED03";3917379.55799;5682570.35792
490;111;"LEIPZIG";"DED04";3735200.24827;5694118.97399
491;111;"PLAUEN";"DED05";3723433.3327;5598982.88457
492;111;"ZWICKAU";"DED06";3746039.29368;5626442.57408
493;111;"AUERBACH";"DED07";3739657.37528;5600716.55459
494;111;"KLINGENTHAL";"DED08";3742622.40981;5587181.63465
495;111;"OELSNITZ";"DED09";3727553.46543;5584307.36616
496;111;"PLAUEN-LAND";"DED0A";3717594.34298;5601624.96266
497;111;"REICHENBACH";"DED0B";3735963.21509;5613549.98249
498;111;"ANNABERG";"DED0C";3782634.10442;5610678.98725
499;111;"BAUTZEN";"DED0D";3876871.86114;5685821.56819
500;111;"CHEMNITZER LAND";"DED0E";3756793.48796;5639445.61071
501;111;"DELITZSCH";"DED0F";3742697.23064;5714220.48101
502;111;"DÖBELN";"DED0G";3784847.5627;5675043.37373
503;111;"FREIBERG";"DED0H";3805694.56286;5643919.7087
504;111;"LEIPZIGER LAND";"DED0I";3739642.5768;5679753.38322
505;111;"MEISSEN";"DED0J";3809339.54553;5676187.72826
506;111;"MITTL. ERZGEBIRGSKREIS";"DED0K";3796473.55127;5624673.0157
507;111;"MITTWEIDA";"DED0L";3776636.76887;5657009.17217
508;111;"MULDENTALKREIS";"DED0M";3760878.02624;5689092.29101
509;111;"NIEDERSCHL. OBERLAUSITZKREIS";"DED0N";3901764.00454;5705702.41083
510;111;"RIESA-GROSSENHAIN";"DED0P";3813597.73661;5696002.65264
511;111;"LÖBAU-ZITTAU";"DED0Q";3901726.92207;5667408.04792
512;111;"SÄCHSISCHE SCHWEIZ";"DED0R";3855974.50724;5657412.30282
513;111;"STOLLBERG";"DED0S";3769789.49555;5626653.07324
514;111;"TORGAU-OSCHATZ";"DED0T";3778209.39818;5709613.18853
515;111;"WEISSERITZKREIS";"DED0U";3827814.84707;5649301.18285
516;111;"AUE-SCHWARZENBERG";"DED0V";3762416.85299;5604866.34257
517;111;"KAMENZ";"DED0W";3850991.36196;5693459.32018
518;111;"ZWICKAUER LAND";"DED0X";3745257.674;5624413.38692
519;111;"DRESDEN-LAND";"DED0Y";3836107.0019;5677177.48328
520;111;"HOYERSWERDA";"DED0Z";3868293.0601;5712699.42024
521;112;"DESSAU";"DEE11";3722825.31871;5747252.38077
522;112;"ANHALT-ZERBST";"DEE12";3721394.29309;5765326.13921
523;112;"BERNBURG";"DEE13";3689055.0339;5738988.33369
524;112;"BITTERFELD";"DEE14";3727577.96919;5728799.08736
525;112;"KÖTHEN";"DEE15";3707858.68677;5740000.13899
526;112;"WITTENBERG";"DEE16";3760625.09282;5746605.98963
527;113;"HALLE/SAALE";"DEE21";3706337.94763;5709078.73758
528;113;"BURGENLANDKREIS";"DEE22";3698147.55847;5670069.05843
529;113;"MANSFELDER LAND";"DEE23";3673761.80757;5718593.3764
530;113;"MERSEBURG-QUERFURT";"DEE24";3696328.97041;5693700.01542
531;113;"SAALKREIS";"DEE25";3703657.80894;5714632.3321
532;113;"SANGERHAUSEN";"DEE26";3652630.65491;5708292.43053
533;113;"WEISSENFELS";"DEE27";3712355.88685;5677403.31255
534;114;"MAGDEBURG";"DEE31";3681121.05845;5779370.75119
535;114;"ASCHERSLEBEN-STASSFURT";"DEE32";3668586.9582;5745632.98441
536;114;"BÖRDEKREIS";"DEE33";3656487.51287;5771936.39349
537;114;"HALBERSTADT";"DEE34";3633533.31253;5759678.42512
538;114;"JERICHOWER LAND";"DEE35";3706099.61759;5799491.16646
539;114;"OHREKREIS";"DEE36";3663011.25118;5800167.05216
540;114;"STENDAL";"DEE37";3691833.66381;5844109.51556
541;114;"QUEDLINBURG";"DEE38";3648293.13547;5734634.6808
542;114;"SCHÖNEBECK";"DEE39";3690396.47608;5760674.8544
543;114;"WERNIGERODE";"DEE3A";3624959.82269;5740491.36334
544;114;"ALTMARKKREIS SALZWEDEL";"DEE3B";3650555.84132;5840867.97209
545;115;"FLENSBURG";"DEF01";3528201.83332;6073473.65674
546;115;"KIEL";"DEF02";3573533.20194;6022093.12154
547;115;"LÜBECK";"DEF03";3612512.42703;5972000.60643
548;115;"NEUMÜNSTER";"DEF04";3564448.05486;5995068.62165
549;115;"DITHMARSCHEN";"DEF05";3507304.45666;6000363.08559
550;115;"HERZOGTUM LAUENBURG";"DEF06";3606136.94781;5940890.38215
551;115;"NORDFRIESLAND";"DEF07";3493199.59126;6054060.38729
552;115;"OSTHOLSTEIN";"DEF08";3618734.26988;6008198.34743
553;115;"PINNEBERG";"DEF09";3548912.82639;5954229.39253
554;115;"PLÖN";"DEF0A";3588807.78669;6013423.97969
555;115;"RENDSBURG-ECKERNFÖRDE";"DEF0B";3551010.28313;6018252.67003
556;115;"SCHLESWIG-FLENSBURG";"DEF0C";3532702.71153;6055216.28078
557;115;"SEGEBERG";"DEF0D";3574936.81018;5977132.87305
558;115;"STEINBURG";"DEF0E";3534124.28412;5977735.80322
559;115;"STORMARN";"DEF0F";3587774.17353;5955050.51158
560;116;"ERFURT";"DEG01";3642091.05979;5651528.01044
561;116;"GERA";"DEG02";3717076.88905;5644356.881
562;116;"JENA";"DEG03";3681917.87988;5646321.96536
563;116;"SUHL";"DEG04";3619345.12971;5609534.77549
564;116;"WEIMAR";"DEG05";3662911.70304;5651665.77465
565;116;"EICHSFELD";"DEG06";3587413.13885;5694979.56421
566;116;"NORDHAUSEN";"DEG07";3620410.4047;5708922.08119
567;116;"WARTBURGKREIS";"DEG08";3585891.72917;5640391.70914
568;116;"UNSTRUT-HAINICH-KREIS";"DEG09";3608560.27972;5673223.1209
569;116;"KYFFHÄUSERKREIS";"DEG0A";3638447.59396;5689625.82138
570;116;"SCHMALKALDEN-MEININGEN";"DEG0B";3599371.79627;5611337.47221
571;116;"GOTHA";"DEG0C";3619185.47338;5642790.7071
572;116;"SÖMMERDA";"DEG0D";3650997.59244;5671384.6786
573;116;"HILDBURGHAUSEN";"DEG0E";3623216.21637;5590025.1645
574;116;"ILM-KREIS";"DEG0F";3638816.09322;5624094.43804
575;116;"WEIMARER LAND";"DEG0G";3666840.02258;5651145.49627
576;116;"SONNEBERG";"DEG0H";3651553.56295;5588444.63647
577;116;"SAALFELD-RUDOLSTADT";"DEG0I";3663314.4797;5613754.05324
578;116;"SAALE-HOLZLAND KREIS";"DEG0J";3692219.0015;5644382.93997
579;116;"SAALE-ORLA-KREIS";"DEG0K";3692020.45277;5608318.72063
580;116;"GREIZ";"DEG0L";3717011.12784;5628059.09536
581;116;"ALTENBURGER LAND";"DEG0M";3738962.69354;5652374.28908
582;117;"KOBENHAVN OG FREDERIKSBERG";"DK001";3722602.30488;6178300.86257
583;117;"KOBENHAVNS AMT";"DK002";3713946.9371;6180298.61873
584;117;"FREDERIKSBORG AMT";"DK003";3685361.20439;6191239.09248
585;117;"ROSKILDE AMT";"DK004";3692868.81397;6162784.84116
586;117;"VESTSJAELLANDS AMT";"DK005";3657307.47201;6161037.25825
587;117;"STORSTROMS AMT";"DK006";3677274.56645;6097634.5916
588;117;"BORNHOLMS AMT";"DK007";3874985.84523;6116304.0035
589;117;"FYNS AMT";"DK008";3586706.531;6128104.66732
590;117;"SONDERJYLLANDS AMT";"DK009";3514782.36815;6109257.36317
591;117;"RIBE AMT";"DK00A";3481765.45196;6163371.27142
592;117;"VEJLE AMT";"DK00B";3533241.84212;6181565.6353
593;117;"RINGKOBING AMT";"DK00C";3478604.22672;6229450.03825
594;117;"AARHUS AMT";"DK00D";3598459.56691;6233431.71692
595;117;"VIBORG AMT";"DK00E";3504277.1711;6279432.43556
596;117;"NORDJYLLANDS AMT";"DK00F";3555390.74185;6330548.32537
597;118;"LA CORUNA";"ES111";2078333.15797;4927040.25562
598;118;"LUGO";"ES112";2159076.15582;4898113.70162
599;118;"ORENSE";"ES113";2129465.93607;4809226.54388
600;118;"PONTEVEDRA";"ES114";2063069.41432;4850152.445
601;119;"PRINCIPADO DE ASTURIAS";"ES12";2283826.64642;4906593.54333
602;120;"CANTABRIA";"ES13";2442352.45762;4868897.68469
603;121;"ALAVA";"ES211";2543099.16533;4811986.42459
604;121;"GUIPUZCOA";"ES212";2591051.56525;4839972.38935
605;121;"VIZCAYA";"ES213";2538875.89947;4858490.03421
606;122;"COMUNIDAD DE NAVARRA";"ES22";2629127.89644;4781157.7707
607;123;"LA RIOJA";"ES23";2550873.30658;4747167.32664
608;124;"HUESCA";"ES241";2751779.88823;4715009.70081
609;124;"TERUEL";"ES242";2669748.25159;4550502.82112
610;124;"ZARAGOZA";"ES243";2661682.36507;4659263.11005
611;125;"COMUNIDAD DE MADRID";"ES3";2421257.07717;4563838.97813
612;126;"AVILA";"ES411";2318441.01944;4588212.83841
613;126;"BURGOS";"ES412";2463793.46697;4770642.98175
614;126;"LEON";"ES413";2282830.34733;4829585.41706
615;126;"PALENCIA";"ES414";2385625.42748;4783511.55216
616;126;"SALAMANCA";"ES415";2228399.18302;4630394.07621
617;126;"SEGOVIA";"ES416";2404153.06527;4643344.2161
618;126;"SORIA";"ES417";2534438.18312;4675544.95889
619;126;"VALLADOLID";"ES418";2346312.40918;4705526.31625
620;126;"ZAMORA";"ES419";2253641.29551;4732192.32649
621;127;"ALBACETE";"ES421";2545225.18337;4358223.55905
622;127;"CIUDAD REAL";"ES422";2386261.24508;4390119.06439
623;127;"CUENCA";"ES423";2541735.66395;4479395.37995
624;127;"GUADALAJARA";"ES424";2518824.42533;4586398.31931
625;127;"TOLEDO";"ES425";2372805.88666;4491087.0353
626;128;"BADAJOZ";"ES431";2181150.82393;4397956.2169
627;128;"CACERES";"ES432";2198800.44709;4509647.26629
628;129;"BARCELONA";"ES511";2917440.49873;4646769.61776
629;129;"GIRONA";"ES512";2978023.3215;4686422.23707
630;129;"LLEIDA";"ES513";2842519.20258;4688192.37049
631;129;"TARRAGONA";"ES514";2813178.47578;4583466.96887
632;130;"ALICANTE";"ES521";2663784.89438;4306009.50059
633;130;"CASTELLON DE LA PLANA";"ES522";2721170.53721;4497162.99402
634;130;"VALENCIA";"ES523";2654352.23255;4406656.37959
635;131;"BALEARES";"ES53";2973636.58041;4401714.80612
636;132;"ALMERIA";"ES611";2490423.74074;4180795.73912
637;132;"CADIZ";"ES612";2174262.93235;4150645.73385
638;132;"CORDOBA";"ES613";2284112.02388;4298881.18169
639;132;"GRANADA";"ES614";2410342.35419;4204515.93237
640;132;"HUELVA";"ES615";2097565.8785;4282120.16652
641;132;"JAEN";"ES616";2405097.91096;4284548.7594
642;132;"MALAGA";"ES617";2271758.18775;4165920.24104
643;132;"SEVILLA";"ES618";2196716.04664;4248793.56383
644;133;"REGION DE MURCIA";"ES62";2577242.67599;4261525.55805
645;134;"LAS PALMAS";"ES701";1159513.53608;3391076.18767
646;134;"SANTA CRUZ DE TENERIFE";"ES702";904332.643113;3441754.23334
647;135;"EESTI";"EW";4451013.33482;6623246.69793
648;136;"UUSIMAA";"FI11";4368728.66812;6805176.16233
649;137;"VARSINAIS-SUOMI";"FI121";4240952.39359;6793465.49782
650;137;"SATAKUNTA";"FI122";4198695.04005;6892324.15098
651;137;"HÄME";"FI123";4326253.924;6853285.908
652;137;"PIRKANMAA";"FI124";4274262.84548;6932343.81895
653;137;"PÄIJÄT-HÄME";"FI125";4388325.96124;6910377.10874
654;137;"KYMENLAAKSO";"FI126";4464580.76702;6879153.47974
655;137;"ETELÄ-KARJALA";"FI127";4528081.3539;6942406.56679
656;138;"ETELÄ-SAVO";"FI131";4481993.32575;7010419.75103
657;138;"POHJOIS-SAVO";"FI132";4420725.97469;7141290.4187
658;138;"POHJOIS-KARJALA";"FI133";4550498.68723;7152927.62636
659;138;"KAINUU";"FI134";4429130.57033;7303173.13799
660;139;"KESKI-SUOMI";"FI141";4339504.33776;7044313.83324
661;139;"ETELÄ-POHJANMAA";"FI142";4214156.35902;7036389.65442
662;139;"VAASAN RANNKKOSEUTU";"FI143";4161220.40256;7064052.92095
663;139;"KESKI-POHJANMAA";"FI144";4241368.3879;7145494.32493
664;140;"POHJOIS-POHJANMAAA";"FI151";4324833.62813;7324818.6976
665;140;"LAPPI";"FI152";4226358.25294;7618342.7455
666;141;"AHVENANMAA/ALAND";"FI2";4113021.3431;6728259.14517
667;142;"FÜRSTENTUM LIECHTENSTEIN";"FL";3541826.43909;5222785.66689
668;143;"PARIS";"FR101";3010729.15941;5435343.5309
669;143;"SEINE-ET-MARNE";"FR102";3052698.58286;5405983.85348
670;143;"YVELINES";"FR103";2973286.64842;5434080.84621
671;143;"ESSONNE";"FR104";3000397.9733;5398824.78976
672;143;"HAUTS-DE-SEINE";"FR105";3003395.84274;5434629.98696
673;143;"SEINE-SAINT-DENIS";"FR106";3021664.30403;5441104.06023
674;143;"VAL-DE-MARNE";"FR107";3019468.97517;5425792.46417
675;143;"VAL-D´OISE";"FR108";2997571.91791;5461513.44508
676;144;"ARDENNES";"FR211";3184824.26428;5507114.7502
677;144;"AUBE";"FR212";3141154.67493;5363846.04333
678;144;"MARNE";"FR213";3151524.11172;5435228.04859
679;144;"HAUTE-MARNE";"FR214";3219447.39761;5337035.08882
680;145;"AISNE";"FR221";3106312.89694;5506536.35723
681;145;"OISE";"FR222";3022305.66649;5496427.93204
682;145;"SOMME";"FR223";3016840.0943;5558720.86125
683;146;"EURE";"FR231";2914898.55124;5473439.76175
684;146;"SEINE-MARITIME";"FR232";2923446.00576;5533384.90437
685;147;"CHER";"FR241";3005415.20906;5235198.97118
686;147;"EURE-ET-LOIR";"FR242";2934193.87981;5389709.92379
687;147;"INDRE";"FR243";2932696.32492;5209502.50246
688;147;"INDRE-ET-LOIRE";"FR244";2870794.72796;5269734.51542
689;147;"LOIR-ET-CHER";"FR245";2930361.42496;5303935.76138
690;147;"LOIRET";"FR246";3002290.68574;5330280.83456
691;148;"CALVADOS";"FR251";2815153.75269;5482935.74734
692;148;"MANCHE";"FR252";2744064.81829;5490000.82312
693;148;"ORNE";"FR253";2844943.13048;5425756.5609
694;149;"COTE-D´OR";"FR261";3181641.72938;5263067.30739
695;149;"NIEVRE";"FR262";3083246.42978;5234820.53476
696;149;"SAONE-ET-LOIRE";"FR263";3159125.83208;5177211.58426
697;149;"YONNE";"FR264";3093497.40138;5315000.26194
698;150;"NORD";"FR301";3088503.22537;5607634.94463
699;150;"PAS-DE-CALAIS";"FR302";3023161.58924;5618031.19881
700;151;"MEURTHE-ET-MOSELLE";"FR411";3291960.66324;5409570.97247
701;151;"MEUSE";"FR412";3235595.72576;5434768.76186
702;151;"MOSELLE";"FR413";3330260.28202;5435722.35023
703;151;"VOSGES";"FR414";3306049.70337;5343060.46889
704;152;"BAS-RHIN";"FR421";3393850.33042;5393462.00317
705;152;"HAUT-RHIN";"FR422";3371286.94746;5303384.54524
706;153;"DOUBS";"FR431";3300667.48867;5228617.99129
707;153;"JURA";"FR432";3248289.72534;5181913.6754
708;153;"HAUTE-SAONE";"FR433";3281936.1388;5282104.12597
709;153;"TERRITOIRE DE BELFORT";"FR434";3345062.40386;5278976.16699
710;154;"LOIRE-ATLANTIQUE";"FR511";2692523.7979;5302619.32091
711;154;"MAINE-ET-LOIRE";"FR512";2777341.60429;5295021.16257
712;154;"MAYENNE";"FR513";2780512.73964;5379767.77235
713;154;"SARTHE";"FR514";2843876.47443;5354971.85876
714;154;"VENDEE";"FR515";2711367.57225;5222659.84652
715;155;"COTES-D´ARMOR";"FR521";2620804.44647;5435115.85396
716;155;"FINISTERE";"FR522";2529049.3521;5429039.42184
717;155;"ILLE-ET-VILAINE";"FR523";2707477.39834;5390517.78326
718;155;"MORBIHAN";"FR524";2614729.03758;5368526.22325
719;156;"CHARENTE";"FR531";2814787.54456;5102851.36095
720;156;"CHARENTE-MARITIME";"FR532";2746962.60366;5117919.98813
721;156;"DEUX-SEVRES";"FR533";2785067.42718;5200005.25971
722;156;"VIENNE";"FR534";2845034.90857;5194398.02752
723;157;"DORDOGNE";"FR611";2849584.95988;5030189.1316
724;157;"GIRONDE";"FR612";2742134.63216;5010109.80533
725;157;"LANDES";"FR613";2715106.86242;4917741.47793
726;157;"LOT-ET-GARONNE";"FR614";2819303.97576;4950712.92641
727;157;"PYRENEES-ATLANTIQUES";"FR615";2707743.6949;4839109.87488
728;158;"ARIEGE";"FR621";2888389.10716;4782526.95856
729;158;"AVEYRON";"FR622";2995353.34706;4924655.44826
730;158;"HAUTE-GARONNE";"FR623";2865745.38145;4833541.89574
731;158;"GERS";"FR624";2811270.85884;4876352.19376
732;158;"LOT";"FR625";2912682.36388;4970338.77809
733;158;"HAUTES-PYRENEES";"FR626";2780491.96953;4807835.91839
734;158;"TARN";"FR627";2949934.95294;4873653.52011
735;158;"TARN-ET-GARONNE";"FR628";2882113.15411;4913280.84961
736;159;"CORREZE";"FR631";2941232.97039;5049651.8194
737;159;"CREUSE";"FR632";2959848.88551;5130178.60836
738;159;"HAUTE-VIENNE";"FR633";2896859.17012;5113870.79747
739;160;"AIN";"FR711";3217728.32637;5113392.08939
740;160;"ARDECHE";"FR712";3137383.40006;4967597.57708
741;160;"DROME";"FR713";3196132.55793;4956908.42043
742;160;"ISERE";"FR714";3231267.3233;5019792.8544
743;160;"LOIRE";"FR715";3123532.78237;5076985.48065
744;160;"RHONE";"FR716";3161759.7434;5090893.38823
745;160;"SAVOIE";"FR717";3300267.78753;5040923.13819
746;160;"HAUTE-SAVOIE";"FR718";3301095.70367;5102428.62231
747;161;"ALLIER";"FR721";3052767.78386;5156320.71226
748;161;"CANTAL";"FR722";3000637.10844;5009976.85479
749;161;"HAUTE-LOIRE";"FR723";3090978.43118;5012088.19951
750;161;"PUY-DE-DOME";"FR724";3043449.41686;5082435.39204
751;162;"AUDE";"FR811";2963940.79118;4796452.09176
752;162;"GARD";"FR812";3113627.96011;4884154.53222
753;162;"HERAULT";"FR813";3045483.65515;4843149.31825
754;162;"LOZERE";"FR814";3062524.61249;4945838.12517
755;162;"PYRENEES-ORIENTALES";"FR815";2968769.26194;4739660.512
756;163;"ALPES-DE-HAUTE-PROVENCE";"FR821";3279593.05441;4889048.61319
757;163;"HAUTES-ALPES";"FR822";3283235.01992;4950884.06189
758;163;"ALPES-MARITIMES";"FR823";3348847.50735;4867869.28815
759;163;"BOUCHES-DU-RHONE";"FR824";3184132.10966;4830814.58334
760;163;"VAR";"FR825";3276767.97782;4815234.19075
761;163;"VAUCLUSE";"FR826";3193287.38871;4882128.33903
762;164;"CORSE DU SUD";"FR831";3499791.87144;4641804.13227
763;164;"HAUTE-CORSE";"FR832";3516733.09841;4699314.87127
764;165;"EVROS";"GR111";4942087.81822;4708594.91314
765;165;"XANTHI";"GR112";4836577.79251;4683938.70667
766;165;"RODOPI";"GR113";4890863.217;4686862.84229
767;165;"DRAMA";"GR114";4774643.8481;4686608.23887
768;165;"KAVALA";"GR115";4805212.15405;4647059.3674
769;166;"IMATHIA";"GR121";4623201.83081;4573507.47867
770;166;"THESSALONIKI";"GR122";4696921.521;4600896.37582
771;166;"KILKIS";"GR123";4658385.61076;4633085.57508
772;166;"PELLA";"GR124";4607585.30688;4609893.44652
773;166;"PIERIA";"GR125";4646040.47151;4542055.87147
774;166;"SERRES";"GR126";4722270.89566;4653161.71125
775;166;"CHALKIDIKI";"GR127";4746919.3686;4567539.26355
776;167;"GREVENA";"GR131";4562596.336;4503083.29469
777;167;"KASTORIA";"GR132";4531212.0826;4548534.8732
778;167;"KOZANI";"GR133";4581955.17632;4539124.954
779;167;"FLORINA";"GR134";4551168.87916;4586211.03916
780;168;"KARDITSA";"GR141";4613449.9809;4430752.52047
781;168;"LARISA";"GR142";4652288.82021;4479915.74145
782;168;"MAGNISIA";"GR143";4709289.74501;4439258.29148
783;168;"TRIKALA";"GR144";4583635.11363;4462353.51256
784;169;"ARTA";"GR211";4547512.32152;4413492.04703
785;169;"THESPROTIA";"GR212";4480938.28283;4437645.57981
786;169;"IOANNINA";"GR213";4512129.44126;4472084.74903
787;169;"PREVEZA";"GR214";4512937.76028;4406959.81761
788;170;"ZAKYNTHOS";"GR221";4539301.04529;4249528.31176
789;170;"KERKYRA";"GR222";4430840.33127;4444776.64788
790;170;"KEFALLINIA";"GR223";4516018.66283;4298319.81325
791;170;"LEFKADA";"GR224";4516955.06065;4349842.27597
792;171;"AITOLOAKARNANIA";"GR231";4579741.94133;4355004.86996
793;171;"ACHAIA";"GR232";4633977.94459;4291647.86022
794;171;"ILEIA";"GR233";4610684.38838;4249533.6785
795;172;"VOIOTIA";"GR241";4736717.08384;4341789.85585
796;172;"EVVOIA";"GR242";4793840.91828;4375061.48245
797;172;"EVRYTANIA";"GR243";4601099.54089;4390066.69409
798;172;"FTHIOTIDA";"GR244";4675505.84028;4386578.6
799;172;"FOKIDA";"GR245";4658581.77274;4350176.4739
800;173;"ARGOLIDA";"GR251";4725709.35357;4253109.09084
801;173;"ARKADIA";"GR252";4683261.85746;4228830.17017
802;173;"KORINTHIA";"GR253";4708862.72355;4286060.95511
803;173;"LAKONIA";"GR254";4720674.73886;4170580.54454
804;173;"MESSINIA";"GR255";4652215.54449;4183135.54986
805;174;"ATTIKI";"GR3";4788870.18136;4288835.64171
806;175;"LESVOS";"GR411";4968255.24701;4497319.08943
807;175;"SAMOS";"GR412";5056259.2795;4320524.23287
808;175;"CHIOS";"GR413";4989552.75385;4392599.15295
809;176;"DODEKANISOS";"GR421";5173788.28492;4181312.30865
810;176;"KYKLADES";"GR422";4930078.68139;4241001.88612
811;177;"IRAKLEIO";"GR431";4974835.65004;4011459.44978
812;177;"LASITHI";"GR432";5040590.7772;4022704.54726
813;177;"RETHYMNI";"GR433";4926915.47209;4017851.74321
814;177;"CHANIA";"GR434";4860975.35384;4019987.0447
815;178;"BACS-KISKUN";"H010";4295313.95122;5212149.72107
816;179;"BARANYA";"H011";4214202.04721;5141930.8072
817;180;"BÉKÉS";"H012";4417069.83018;5247766.97244
818;181;"BIHAR";"H013";4438037.00925;5334149.15245
819;182;"BORSOD-ABAUJ-ZEMPLÉN";"H014";4389340.70443;5410084.1824
820;183;"BUDAPEST";"H015";4261294.98423;5312258.95738
821;184;"CSONGRAD";"H016";4362541.2274;5205030.35885
822;185;"FEJÉR";"H017";4223118.08345;5266715.41131
823;186;"GYÖR-SOPRON";"H018";4119823.53097;5312892.26217
824;187;"HEVES";"H020";4337486.77323;5355812.89954
825;188;"KOMAROM";"H021";4199181.56784;5316989.54805
826;189;"NOGRAD";"H022";4284641.31607;5370741.57554
827;190;"PEST";"H023";4280989.12429;5305539.44613
828;191;"SOMOGY";"H024";4161375.49396;5182090.13195
829;192;"SZABOLCS-SZATMAR";"H025";4475142.81181;5400289.63524
830;193;"SZOLNOK";"H026";4363014.38538;5299184.35167
831;194;"TOLNA";"H027";4231991.17686;5197639.88382
832;195;"VAS";"H028";4087453.01167;5252506.55755
833;196;"VESPRÉM";"H029";4155934.36609;5258857.23164
834;197;"ZALA";"H030";4103647.76463;5202224.63166
835;198;"HRAVATSKA";"HR";4084438.59537;5015393.0852
836;199;"BORDER";"IE001";2418568.17364;6161146.12841
837;199;"DUBLIN";"IE002";2486199.64847;6026966.30732
838;199;"MID-EAST";"IE003";2460853.58824;6021273.18163
839;199;"MIDLAND";"IE004";2404059.23388;6038014.95942
840;199;"MID-WEST";"IE005";2309627.96557;5992654.52686
841;199;"SOUTH-EAST";"IE006";2398467.31405;5939412.34769
842;199;"SOUTH-WEST";"IE007";2256958.97622;5920119.94119
843;199;"WEST";"IE008";2316853.96181;6097629.34351
844;200;"ISLAND";"IS";2229893.88434;7494250.47356
845;201;"TORINO";"IT111";3377142.15541;5001786.77709
846;201;"VERCELLI";"IT112";3437942.19372;5043690.5447
847;201;"BIELLA";"IT113";3429261.14602;5049377.45303
848;201;"VERBANO-CUSIO-OSSOLA";"IT114";3449293.25;5105824.26772
849;201;"NOVARA";"IT115";3464949.04565;5047067.69713
850;201;"CUNEO";"IT116";3387812.80058;4927491.55259
851;201;"ASTI";"IT117";3435957.81117;4971307.41068
852;201;"ALESSANDRIA";"IT118";3473335.68383;4965558.85497
853;202;"VALLE D´AOSTA";"IT12";3374495.94262;5067178.1497
854;203;"IMPERIA";"IT131";3404114.90023;4868166.08831
855;203;"SAVONA";"IT132";3443497.14424;4904755.38526
856;203;"GENOVA";"IT133";3509796.45543;4925106.13105
857;203;"LA SPEZIA";"IT134";3558564.20761;4898625.90745
858;204;"VARESE";"IT201";3482506.49247;5073961.30128
859;204;"COMO";"IT202";3511573.93093;5087532.72001
860;204;"LECCO";"IT203";3529657.36275;5085028.18573
861;204;"SONDRIO";"IT204";3569976.74096;5128986.51529
862;204;"MILANO";"IT205";3511859.55623;5039793.98531
863;204;"BERGAMO";"IT206";3561344.97385;5073419.20682
864;204;"BRESCIA";"IT207";3602266.5835;5063400.55887
865;204;"PAVIA";"IT208";3503253.92862;4996336.98617
866;204;"LODI";"IT209";3545034.55421;5010353.96727
867;204;"CREMONA";"IT20A";3577802.53042;5009333.47731
868;204;"MANTOVA";"IT20B";3638699.33897;5000055.09059
869;205;"BOLZANO-BOZEN";"IT311";3684733.16868;5175757.33378
870;205;"TRENTO";"IT312";3663545.42514;5112963.14826
871;206;"VERONA";"IT321";3659099.26689;5033214.2521
872;206;"VICENZA";"IT322";3693801.2652;5062574.34395
873;206;"BELLUNO";"IT323";3743421.37604;5135248.90064
874;206;"TREVISO";"IT324";3749962.9588;5077811.06743
875;206;"VENEZIA";"IT325";3771563.49504;5048668.83539
876;206;"PADOVA";"IT326";3719782.43868;5027210.38883
877;206;"ROVIGO";"IT327";3731042.41395;4989772.14385
878;207;"PORDENONE";"IT331";3784372.23586;5114714.49689
879;207;"UDINE";"IT332";3820470.16945;5128745.30413
880;207;"GORIZIA";"IT333";3847807.60287;5087481.54998
881;207;"TRIESTE";"IT334";3870705.0228;5072004.1091
882;208;"PIACENZA";"IT401";3549026.61372;4969784.76504
883;208;"PARMA";"IT402";3582911.08309;4948310.29232
884;208;"REGGIO NELL´EMILIA";"IT403";3623081.6212;4942050.63119
885;208;"MODENA";"IT404";3650341.98282;4934749.61757
886;208;"BOLOGNA";"IT405";3686853.77159;4923642.4321
887;208;"FERRARA";"IT406";3725119.6772;4964938.49696
888;208;"RAVENNA";"IT407";3738802.15688;4918986.3075
889;208;"FORLI-CESENA";"IT408";3743284.26452;4882104.90677
