"loc04_id";"loc04_loc03_id";"loc04_nam";"loc04_code";"x";"y"
890;208;"RIMINI";"IT409";3784584.29896;4877240.79983
891;209;"MASSA-CARRARA";"IT511";3580578.63654;4902570.39186
892;209;"LUCCA";"IT512";3615483.95657;4875122.97979
893;209;"PISTOIA";"IT513";3648469.34182;4871357.29222
894;209;"FIRENZE";"IT514";3684297.41254;4855806.43493
895;209;"PRATO";"IT515";3668328.41736;4870465.49771
896;209;"LIVORNO";"IT516";3620748.6316;4778667.21231
897;209;"PISA";"IT517";3634918.51162;4819561.85392
898;209;"AREZZO";"IT518";3730766.82431;4825657.37243
899;209;"SIENA";"IT519";3699467.96327;4786515.32036
900;209;"GROSSETO";"IT51A";3683816.5835;4740816.23799
901;210;"PERUGIA";"IT521";3787654.20992;4775836.18532
902;210;"TERNI";"IT522";3775674.26;4731427.6759
903;211;"PESARO E URBINO";"IT531";3792247.35023;4848301.89933
904;211;"ANCONA";"IT532";3836362.46027;4826765.79673
905;211;"MACERATA";"IT533";3844857.04024;4792227.4928
906;211;"ASCOLI PICENO";"IT534";3871999.54196;4769345.53322
907;212;"VITERBO";"IT601";3746589.31235;4702991.95263
908;212;"RIETI";"IT602";3825846.87307;4700716.00237
909;212;"ROMA";"IT603";3796041.12669;4649027.24152
910;212;"LATINA";"IT604";3846730.70448;4595935.80616
911;212;"FROSINONE";"IT605";3877952.30078;4618875.51843
912;213;"L´AQUILA";"IT711";3880775.70691;4673469.7368
913;213;"TERAMO";"IT712";3888000.97444;4733901.09459
914;213;"PESCARA";"IT713";3911157.67871;4700437.80256
915;213;"CHIETI";"IT714";3945484.77959;4676861.2863
916;214;"ISERNIA";"IT721";3937496.7723;4625827.04561
917;214;"CAMPOBASSO";"IT722";3981248.90744;4634885.54282
918;215;"CASERTA";"IT801";3933029.44758;4577402.95974
919;215;"BENEVENTO";"IT802";3982655.83888;4583207.84138
920;215;"NAPOLI";"IT803";3950468.77607;4536415.7169
921;215;"AVELLINO";"IT804";4011573.95729;4555317.58694
922;215;"SALERNO";"IT805";4028349.66565;4496735.62514
923;216;"FOGGIA";"IT911";4049150.21359;4620244.03005
924;216;"BARI";"IT912";4140591.89993;4566630.93542
925;216;"TARANTO";"IT913";4195430.76827;4522080.64878
926;216;"BRINDISI";"IT914";4235810.20037;4533559.1683
927;216;"LECCE";"IT915";4281921.26261;4488690.25814
928;217;"POTENZA";"IT921";4083840.46126;4509319.24122
929;217;"MATERA";"IT922";4131737.23603;4508105.20424
930;218;"COSENZA";"IT931";4129425.28663;4406534.9571
931;218;"CROTONE";"IT932";4187023.38678;4367737.69408
932;218;"CATANZARO";"IT933";4149847.63604;4333012.37431
933;218;"VIBO VALENTIA";"IT934";4123655.99677;4301111.22238
934;218;"REGGIO DI CALABRIA";"IT935";4116073.95441;4257120.93538
935;219;"TRAPANI";"ITA01";3826498.59516;4192919.19361
936;219;"PALERMO";"ITA02";3903546.12121;4202659.64896
937;219;"MESSINA";"ITA03";4022072.46655;4228055.81851
938;219;"AGRIGENTO";"ITA04";3899184.9377;4154507.54568
939;219;"CALTANISSETTA";"ITA05";3949574.83463;4147773.98332
940;219;"ENNA";"ITA06";3979667.01963;4174427.00098
941;219;"CATANIA";"ITA07";4015701.0412;4169132.67202
942;219;"RAGUSA";"ITA08";4005838.0553;4100949.77679
943;219;"SIRACUSA";"ITA09";4035932.79993;4120932.79643
944;220;"SASSARI";"ITB01";3495809.4734;4512073.28346
945;220;"NUORO";"ITB02";3527641.19631;4444847.46818
946;220;"ORISTANO";"ITB03";3475942.69223;4424983.54471
947;220;"CAGLIARI";"ITB04";3494410.55909;4356516.41565
948;221;"LIETUVA";"LT";4441490.88556;6235557.30902
949;222;"LUXEMBOURG (GRAND-DUCHE)";"LU";3291051.77826;5519535.22485
950;223;"LATVIA";"LV";4466535.0224;6416478.50427
951;224;"MALTA";"M";3987898.08253;3986823.5129
952;224;"MONACO";"MC";3373092.01515;4846329.99111
953;224;"MAKEDONIJA";"MK";4560182.51486;4685971.12335
954;224;"MOLDAVIA";"MO";4972119.81789;5416190.71561
955;224;"CRNA GORA";"MT";4337138.96954;4789288.88479
956;229;"AKERSHUS";"N010";3622087.35869;6658149.42434
957;230;"AUST-AGDER";"N011";3443491.07473;6532135.06266
958;231;"BUSKERUD";"N012";3507773.7381;6688489.53229
959;232;"FINNMARK";"N013";4139804.25658;7851970.44521
960;233;"HEDMARK";"N014";3629979.11675;6817969.13056
961;234;"HORDALAND";"N015";3354754.59349;6696926.34248
962;235;"MORE OG ROMSDAL";"N016";3435262.38357;6945768.32011
963;236;"NORDLAND";"N017";3754295.16491;7434204.98217
964;237;"NORD-TRONDELAG";"N018";3659474.25429;7134470.34881
965;238;"OPPLAND";"N019";3520916.41581;6812948.89896
966;239;"OSLO";"N020";3598908.94092;6653367.93705
967;240;"OSTFOLD";"N021";3632848.03142;6586380.74903
968;241;"ROGALAND";"N022";3346417.84099;6561449.4635
969;242;"SOGN OG FJORDANE";"N023";3374028.20898;6816313.01919
970;243;"SOR-TRONDELAG";"N024";3572861.47701;7001850.84702
971;244;"TELEMARK";"N025";3476007.93604;6603097.63777
972;245;"TROMS";"N026";3917330.09602;7723156.79155
973;246;"VEST-AGDER";"N027";3398685.73992;6490842.58598
974;247;"VESTFOLD";"N028";3566480.75603;6581029.68129
975;248;"OOST-GRONINGEN";"NL111";3368452.15018;5885736.95141
976;248;"DELFZIJL E.O.";"NL112";3355864.07621;5912940.2064
977;248;"OVERIG GRONINGEN";"NL113";3335036.17544;5907872.953
978;249;"NOORD-FRIESLAND";"NL121";3287573.73158;5906491.55672
979;249;"ZUIDWEST-FRIESLAND";"NL122";3269108.21812;5876298.43296
980;249;"ZUIDOOST-FRIESLAND";"NL123";3301615.47165;5876213.76065
981;250;"NOORD-DRENTHE";"NL131";3340190.19106;5879311.89961
982;250;"ZUIDOOST-DRENTHE";"NL132";3355947.72969;5850522.43532
983;250;"ZUIDWEST-DRENTHE";"NL133";3325385.60206;5853818.89516
984;251;"NOORD-OVERIJSSEL";"NL211";3312810.65141;5832416.21886
985;251;"ZUIDWEST-OVERIJSSEL";"NL212";3313720.66566;5801715.69651
986;251;"TWENTE";"NL213";3344813.9033;5800268.75801
987;252;"VELUWE";"NL221";3282526.34915;5793540.97416
988;252;"ACHTERHOEK";"NL222";3323258.12222;5770203.41943
989;252;"ARNHEM-NIJMEGEN";"NL223";3286678.22003;5757918.87679
990;252;"ZUIDWEST-GELDERLAND";"NL224";3247106.17946;5754534.80053
991;253;"FLEVOLAND";"NL23";3268811.76309;5826813.3784
992;254;"UTRECHT";"NL31";3237754.63006;5780878.13745
993;255;"KOP VAN NOORD-HOLLAND";"NL321";3225485.85387;5861295.5365
994;255;"ALKMAAR E.O.";"NL322";3212380.2785;5842245.24176
995;255;"IJMOND";"NL323";3205070.87078;5827179.3298
996;255;"AGGLOM. HAARLEM";"NL324";3201627.24438;5813727.62715
997;255;"ZAANSTREEK";"NL325";3214952.77765;5824376.01038
998;255;"GROOT-AMSTERDAM";"NL326";3218225.72588;5813717.5647
999;255;"GOOI EN VECHTSTREEK";"NL327";3236767.72611;5799156.60368
1000;256;"AGGLOM. LEIDEN";"NL331";3192968.83638;5795535.08887
1001;256;"AGGLOM.´S-GRAVENHAGE";"NL332";3183207.45195;5782304.77749
1002;256;"DELFT EN WESTLAND";"NL333";3177152.8791;5772365.07854
1003;256;"OOSTELIJK-ZUID-HOLLAND";"NL334";3205895.16189;5780208.76937
1004;256;"GROOT-RIJNMOND";"NL335";3178900.88294;5755694.231
1005;256;"ZUIDOOST-ZUID-HOLLAND";"NL336";3215063.84331;5756337.22364
1006;257;"ZEEUWSCH-VLAANDEREN";"NL341";3136776.39034;5699318.7761
1007;257;"OVERIG ZEELAND";"NL342";3144316.71836;5724899.54178
1008;258;"WEST-NOORD-BRABANT";"NL411";3193208.64655;5724271.58488
1009;258;"MIDDEN-NOORD-BRABANT";"NL412";3226144.11124;5725230.94478
1010;258;"NOORDOOST-NOORD-BRABANT";"NL413";3263511.08441;5731570.4643
1011;258;"ZUIDOOST-NOORD-BRABANT";"NL414";3259389.51044;5703482.84968
1012;259;"NOORD-LIMBURG";"NL421";3294216.97325;5707326.28807
1013;259;"MIDDEN-LIMBURG";"NL422";3282212.27317;5679071.99225
1014;259;"ZUID-LIMBURG";"NL423";3279140.58569;5644316.16134
1015;260;"WARSZAWA";"PL001";4312293.12126;5857232.74107
1016;261;"BIALA";"PL002";4463658.01091;5850208.98871
1017;262;"BIALYSTOK";"PL003";4453058.06202;5971904.59565
1018;263;"BIELSKO-BIALA";"PL004";4236772.91045;5564189.88937
1019;264;"BYDGOSZCZ";"PL005";4095920.63952;5937922.77154
1020;265;"CHELM";"PL006";4502777.65476;5778046.30011
1021;266;"CIECHANOW";"PL007";4263976.57777;5926161.53913
1022;267;"CZESTOCHOWA";"PL008";4212512.51973;5680613.12457
1023;268;"ELBLAG";"PL009";4182599.31532;6041502.7179
1024;269;"GDANSK";"PL010";4103823.35168;6051383.52799
1025;270;"GORZOW WIELKOPOLSKI";"PL011";3927873.13105;5864658.86693
1026;271;"JELENIA GORA";"PL012";3955560.73405;5679661.66733
1027;272;"KALISZ";"PL013";4114323.12836;5760002.42728
1028;273;"KATOWICE";"PL014";4208683.74604;5615475.1068
1029;274;"KIELCE";"PL015";4317505.21668;5687590.42114
1030;275;"KONIN";"PL016";4138975.18687;5828483.67124
1031;276;"KOSZALIN";"PL017";3971084.48853;5993497.36133
1032;277;"KRAKOW";"PL018";4286789.42504;5605989.90657
1033;278;"KROSNO";"PL019";4446841.70551;5567068.09174
1034;279;"LEGNICA";"PL020";3991812.58483;5714272.95326
1035;280;"LESZNO";"PL021";4030777.56097;5770127.2043
1036;281;"LUBLIN";"PL022";4431307.45508;5771513.32808
1037;282;"LOMZA";"PL023";4387487.0489;5978283.18424
1038;283;"LODZ";"PL024";4219379.44775;5797231.23917
1039;284;"NOWY SACZ";"PL025";4327547.5173;5553023.86621
1040;285;"OLSZTYN";"PL026";4261243.58561;6027784.46716
1041;286;"OPOLE";"PL027";4124570.93307;5646794.73794
1042;287;"OSTROLEKA";"PL028";4329895.58886;5944448.954
1043;288;"PILA";"PL029";4015056.5812;5913015.15668
1044;289;"PIOTRKOW";"PL030";4248481.59244;5747177.35823
1045;290;"PLOCK";"PL031";4223736.36072;5868158.89297
1046;291;"POZNAN";"PL032";4036546.87656;5836144.29817
1047;292;"PRZEMYSL";"PL033";4488315.2149;5634106.89801
1048;293;"RADOM";"PL034";4339941.96993;5775097.38518
1049;294;"RZESZOW";"PL035";4423256.20433;5636436.40114
1050;295;"SIEDLCE";"PL036";4386887.15392;5860979.10904
1051;296;"SIERADZ";"PL037";4178191.64491;5757037.88571
1052;297;"SKIERNIEWICE";"PL038";4265989.50303;5821311.47986
1053;298;"SLUPSK";"PL039";4035535.20856;6040862.71113
1054;299;"SUWALKI";"PL040";4377496.77034;6065124.44463
1055;300;"SZCZECIN";"PL041";3892788.7164;5943956.44198
1056;301;"TARNOBRZEG";"PL042";4408382.41794;5693375.59877
1057;302;"TARNOW";"PL043";4356159.40337;5611764.6817
1058;303;"TORUN";"PL044";4166030.8733;5950597.15328
1059;304;"WALBRZYCH";"PL045";4037918.32757;5633826.14873
1060;305;"WLOCLAWEK";"PL046";4176451.1924;5890079.0478
1061;306;"WROCLAW";"PL047";4060415.39072;5703454.85075
1062;307;"ZAMOSC";"PL048";4508910.83921;5710235.53627
1063;308;"ZIELONA GORA";"PL049";3937479.71155;5774905.03467
1064;309;"MINHO-LIMA";"PT111";2046840.29701;4788721.56738
1065;309;"CAVADO";"PT112";2045212.15859;4758888.60116
1066;309;"AVE";"PT113";2054881.1534;4740426.14338
1067;309;"GRANDE PORTO";"PT114";2023890.86527;4715873.00464
1068;309;"TAMEGA";"PT115";2068069.90969;4713664.09411
1069;309;"ENTRE DOURO E VOUGA";"PT116";2036045.532;4678821.00031
1070;309;"DOURO";"PT117";2123870.68593;4690009.80544
1071;309;"ALTO TRAS-OS-MONTES";"PT118";2159254.50207;4736244.79751
1072;310;"BAIXO VOUGA";"PT121";2017105.24939;4648714.36548
1073;310;"BAIXO MONDEGO";"PT122";2001922.43055;4607097.90949
1074;310;"PINHAL LITORAL";"PT123";1976940.40442;4562041.43377
1075;310;"PINHAL INTERIOR NORTE";"PT124";2039659.53562;4585886.80652
1076;310;"DAO-LAFOES";"PT125";2067268.01286;4646676.94839
1077;310;"PINHAL INTERIOR SUL";"PT126";2045765.65731;4546648.50166
1078;310;"SERRA DA ESTRELA";"PT127";2089055.76286;4617455.74226
1079;310;"BEIRA INTERIOR NORTE";"PT128";2135334.92824;4628436.80706
1080;310;"BEIRA INTERIOR SUL";"PT129";2104852.55875;4550364.44561
1081;310;"COVA DA BEIRA";"PT12A";2095093.87288;4585531.46114
1082;311;"OESTE";"PT131";1932218.57488;4507997.17115
1083;311;"GRANDE LISBOA";"PT132";1917347.30782;4462971.63019
1084;311;"PENINSULA DE SETUBAL";"PT133";1940203.20849;4433400.29128
1085;311;"MEDIO TEJO";"PT134";2010746.03461;4525169.43601
1086;311;"LEZIRIA DO TEJO";"PT135";1975740.42695;4484250.83707
1087;312;"ALENTEJO LITORAL";"PT141";1953963.61708;4357356.9834
1088;312;"ALTO ALENTEJO";"PT142";2060988.68391;4473423.74873
1089;312;"ALENTEJO CENTRAL";"PT143";2032684.88498;4412980.15504
1090;312;"BAIXO ALENTEJO";"PT144";2016838.63139;4332319.23705
1091;313;"ALGARVE";"PT15";1974323.49365;4267003.01755
1092;314;"ACORES";"PT2";288329.882634;4928091.28749
1093;315;"MADEIRA";"PT3";1034367.23764;3940548.97297
1094;316;"ALBA";"RO010";4617639.86013;5218166.50795
1095;317;"ARAD";"RO011";4482790.06161;5205473.59046
1096;318;"ARGES";"RO012";4751894.02304;5112996.15538
1097;319;"BACAU";"RO013";4864183.78406;5298238.74533
1098;320;"BIHOR";"RO014";4504877.63442;5285740.6493
1099;321;"BISTRITA-NASAUD";"RO015";4673950.12082;5351650.32041
1100;322;"BOTOSANI";"RO016";4826724.57112;5457095.83493
1101;323;"BRAILA";"RO017";4969472.08002;5166711.96255
1102;324;"BRASOV";"RO018";4767939.63277;5199892.32254
1103;325;"BUCURESTI";"RO019";4863427.88751;5075761.49137
1104;326;"BUZAU";"RO020";4892438.47486;5167818.85976
1105;327;"CALARASI";"RO021";4937774.48619;5068920.54242
1106;328;"CARAS-SEVERIN";"RO022";4525332.27138;5084716.46405
1107;329;"CLUJ";"RO023";4608437.20728;5289734.30483
1108;330;"CONSTANTA";"RO024";5036921.23921;5083542.14972
1109;331;"COVASNA";"RO025";4816028.1879;5230620.60286
1110;332;"DIMBOVITA";"RO026";4804291.15101;5103533.83354
1111;333;"DOLJ";"RO027";4669060.01386;4993602.18726
1112;334;"GIURGIU";"RO028";4851184.85698;5030285.93473
1113;335;"GORJ";"RO029";4627814.6717;5085440.14296
1114;336;"HARGHITA";"RO030";4769285.30664;5291402.1608
1115;337;"HUNEDOARA";"RO031";4583922.30651;5163594.86782
1116;338;"IALOMITA";"RO032";4949016.94931;5108043.96987
1117;339;"IASI";"RO033";4883166.19549;5393236.73822
1118;340;"MARAMURES";"RO034";4624363.11526;5391750.28199
1119;341;"MEHEDINTI";"RO035";4594895.01448;5030765.50466
1120;342;"MURES";"RO036";4701760.46356;5284275.44305
1121;343;"NEAMT";"RO037";4820474.41629;5351815.97036
1122;344;"OLT";"RO038";4731465.91527;5020820.47516
1123;345;"PRAHOVA";"RO039";4839193.21441;5139557.19506
1124;346;"SALAJ";"RO040";4568243.01438;5325139.9866
1125;347;"SATU MARE";"RO041";4542266.41069;5379821.63041
1126;348;"SIBIU";"RO042";4683124.4001;5194081.21188
1127;349;"SUCEAVA";"RO043";4758999.79537;5405321.20765
1128;350;"TECUCI/GALATI";"RO044";4957362.98526;5246872.01912
1129;351;"TELEORMAN";"RO045";4798266.34057;5005767.86802
1130;352;"TIMIS";"RO046";4462131.88876;5141917.86506
1131;353;"TULCEA/TUGEA";"RO047";5063081.81966;5187465.32635
1132;354;"VASLUI";"RO048";4937893.60577;5327934.78843
1133;355;"VILCEA";"RO049";4688585.8774;5107428.10311
1134;356;"VRANCEA";"RO050";4896857.74834;5231932.94064
1135;357;"KALININGRADSKAJA OBLAST";"RU001";4300154.15209;6135591.68756
1136;358;"LENINGRADSKAJA OBLAST";"RU002";4740046.34017;6876865.71325
1137;359;"KOSOVO/KOSOVE";"SB010";4475462.6333;4784619.67904
1138;360;"SERBIJA";"SB011";4472470.18085;4918743.99024
1139;361;"VOJVODINA";"SB012";4368163.29736;5089037.71169
1140;362;"STOCKHOLMS LAEN";"SE011";4023344.35916;6629669.5105
1141;363;"UPPSALA LAEN";"SE021";3987269.26434;6689490.05623
1142;363;"SOEDERMANLANDS LAEN";"SE022";3942635.33689;6572475.14123
1143;363;"OESTERGOETLANDS LAEN";"SE023";3891865.93577;6488928.42639
1144;363;"OEREBRO LAEN";"SE024";3841763.06129;6595386.42551
1145;363;"VAESTMANLANDS LAEN";"SE025";3912699.71122;6654428.94294
1146;364;"JOENKOEPING LAEN";"SE031";3827208.60392;6387549.79821
1147;364;"KRONOBERG LAEN";"SE032";3842179.54987;6309918.31971
1148;364;"KALMAR LAEN";"SE033";3932800.57247;6362404.33453
1149;364;"GOTLANDS LAEN";"SE034";4074128.82234;6414194.35974
1150;365;"BLEKINGE LAEN";"SE041";3885002.85922;6256650.65247
1151;365;"KRISTIANSTAD LAEN";"SE042";3799200.57428;6231640.11689
1152;365;"MALMOEHUS LAEN";"SE043";3772565.65791;6187554.32836
1153;366;"HALLANDS LAEN";"SE051";3733504.12879;6321130.38616
1154;366;"GOETEBORGS OCH BOHUS LAEN";"SE052";3659505.43262;6467272.8098
1155;366;"AELVSBORGS LAEN";"SE053";3715213.40813;6455480.44778
1156;366;"SKARABORGS LAEN";"SE054";3774798.30679;6490318.58656
1157;367;"VAERMLANDS LAEN";"SE061";3734632.01178;6634916.23628
1158;367;"KOPPARBERGS LAEN";"SE062";3791573.66741;6771280.10372
1159;367;"GAEVLEBORGS LAEN";"SE063";3892178.12275;6835145.29512
1160;368;"VAESTERNORRLANDS LAEN";"SE071";3920434.05653;7024987.04234
1161;368;"JAEMTLANDS LAEN";"SE072";3769459.34901;7027491.85109
1162;369;"VAESTERBOTTENS LAEN";"SE081";3921140.82448;7224723.53696
1163;369;"NORRBOTTENS LAEN";"SE082";3984508.33281;7471647.93623
1164;370;"BRATISLAVA";"SK010";4104760.51684;5366275.58958
1165;371;"STREDOSLOVENSKY KRAJ";"SK011";4252686.45413;5460247.72659
1166;372;"VYCHODOSLOVENSKY KRAJ";"SK012";4395238.25904;5494753.38869
1167;373;"ZAPADOSLOVENSKY KRAJ";"SK013";4161734.13854;5393317.83724
1168;374;"SLOVENIJA";"SL";3949774.04218;5125141.48879
1169;375;"SAN MARINO";"SM";3777737.64829;4873218.41035
1170;376;"ADANA";"TR010";5882778.67113;4489537.05509
1171;377;"ADIYAMAN";"TR020";6102493.01691;4615847.29331
1172;378;"AFYON";"TR030";5397321.68639;4505458.89581
1173;379;"AGRI";"TR040";6469038.39105;4984939.60936
1174;380;"AMASYA";"TR050";5769727.09424;4866441.99685
1175;381;"ANKARA";"TR060";5529122.31845;4681090.68224
1176;382;"ANTALYA";"TR070";5468629.67326;4306430.77351
1177;383;"ARTVIN";"TR080";6270420.4621;5108692.53446
1178;384;"AYDIN";"TR090";5184523.32667;4353461.89378
1179;385;"BALIKESIR";"TR100";5126901.01454;4568894.79919
1180;386;"BILECIK";"TR110";5307640.90781;4661108.98645
1181;387;"BINGÖL";"TR120";6260693.07456;4834094.81798
1182;388;"BITLIS";"TR130";6438426.44072;4835576.32754
1183;389;"BOLU";"TR140";5411343.76463;4755285.59964
1184;390;"BURDUR";"TR150";5375758.64192;4355455.46941
1185;391;"BURSA";"TR160";5216317.47339;4640345.8178
1186;392;"CANAKKALE";"TR170";5020823.55846;4587369.13164
1187;393;"CANKIRI";"TR180";5564223.01623;4805965.80431
1188;394;"CORUM";"TR190";5685167.4038;4820493.50641
1189;395;"DENIZLI";"TR200";5297279.14773;4376711.64115
1190;396;"DIYARBAKIR";"TR210";6275706.52076;4716143.20767
1191;397;"EDIRNE";"TR220";4977966.75165;4720221.26403
1192;398;"ELAZIG";"TR230";6166164.48781;4748253.7152
1193;399;"ERZINCAN";"TR240";6116210.69753;4859976.27859
1194;400;"ERZURUM";"TR250";6295188.79386;4979074.75491
1195;401;"ESKISEHIR";"TR260";5403170.52429;4624201.18864
1196;402;"GAZIANTEP";"TR270";6041235.69231;4497571.79716
1197;403;"GIRESUN";"TR280";6014077.95981;4937705.66132
1198;404;"GÜMÜSHANE";"TR290";6097225.69776;4938828.18009
1199;405;"HAKKARI";"TR300";6642357.9442;4778513.28689
1200;406;"HATAY";"TR310";5968957.74829;4396601.76371
1201;407;"ISPARTA";"TR320";5441851.09576;4431946.7879
1202;408;"ICEI";"TR330";5737749.90625;4361750.95051
1203;409;"ISTANBUL";"TR340";5168265.01548;4752300.11716
1204;410;"IZMIR";"TR350";5102324.48193;4422252.14045
1205;411;"KARS";"TR360";6408866.24778;5073861.03112
1206;412;"KASTAMONU";"TR370";5570740.27303;4899785.61892
1207;413;"KAYSERI";"TR380";5855240.51272;4631738.53146
1208;414;"KIRKLARELI";"TR390";5037832.32747;4783964.33469
1209;415;"KIRSEHIR";"TR400";5677446.32862;4667491.87323
1210;416;"KOCAELI";"TR410";5260675.19987;4733074.1464
1211;417;"KONYA";"TR420";5592642.2353;4481467.38838
1212;418;"KÜTAHYA";"TR430";5284530.32515;4558606.79415
1213;419;"MALATYA";"TR440";6057128.18642;4692159.41105
1214;420;"MANISA";"TR450";5169422.24369;4469882.44019
1215;421;"K.MARAS";"TR460";5978660.49155;4583274.93054
1216;422;"MARDIN";"TR470";6351575.20252;4642613.32427
1217;423;"MUGLA";"TR480";5243918.07944;4279073.96198
1218;424;"MUS";"TR490";6369435.10238;4870788.10831
1219;425;"NEVSEHIR";"TR500";5747584.60311;4623091.47444
1220;426;"NIGDE";"TR510";5773048.84236;4523099.63263
1221;427;"ORDU";"TR520";5915434.03689;4926932.68689
1222;428;"RIZE";"TR530";6197363.61552;5054946.6091
1223;429;"SAKARYA";"TR540";5321106.04985;4740441.39402
1224;430;"SAMSUN";"TR550";5775051.20286;4930947.04327
1225;431;"SIIRT";"TR560";6440062.34505;4753343.90001
1226;432;"SINOP";"TR570";5663216.0688;4945495.18729
1227;433;"SIVAS";"TR580";5945032.22179;4783595.90901
1228;434;"TEKIRDAG";"TR590";5048065.81057;4716508.87935
1229;435;"TOKAT";"TR600";5852415.15008;4851757.44957
1230;436;"TRABZON";"TR610";6114254.6624;5003305.32103
1231;437;"TUNCELI";"TR620";6149521.16088;4812142.77387
1232;438;"S.URFA";"TR630";6196072.18486;4576567.00265
1233;439;"USAK";"TR640";5283345.68209;4473244.7454
1234;440;"VAN";"TR650";6550781.32845;4874824.97943
1235;441;"YOZGAT";"TR660";5766396.45931;4734449.06119
1236;442;"ZONGULDAK";"TR670";5450131.92284;4839328.13354
1237;443;"AKSARAY";"TR680";5681958.10832;4557764.28731
1238;444;"BAYBURT";"TR690";6171842.19904;4955864.22387
1239;445;"KARAMAN";"TR700";5657077.95546;4377191.25685
1240;446;"KIRIKKALE";"TR710";5622303.79333;4717403.44134
1241;447;"BATMAN";"TR720";6371467.95593;4735577.49809
1242;448;"SIRNAK";"TR730";6500559.04887;4718604.03613
1243;449;"BARTIN";"TR740";5467114.78517;4884296.17885
1244;450;"ARDAHAN";"TR750";6358299.78977;5140348.75043
1245;451;"IGDIR";"TR760";6516894.69903;5051948.21645
1246;452;"CHERKASSY";"UA001";5120234.00368;5704266.10427
1247;453;"CHERNIGOV";"UA002";5092680.95938;5947815.11307
1248;454;"CHERNOVTSY";"UA003";4759523.17744;5489750.61376
1249;455;"CRIMEA";"UA004";5484101.50698;5338421.08411
1250;456;"DNEPROPETROVSK";"UA005";5407325.53255;5682657.10642
1251;457;"DONETSK";"UA006";5624607.66593;5734021.01907
1252;458;"IVANO-FRANKOVSK";"UA007";4648750.6734;5515058.9203
1253;459;"KHAR´KOV";"UA008";5473353.36053;5870959.6713
1254;460;"KHERSON";"UA009";5374629.63059;5473948.98558
1255;461;"KHMEL´NITSKIY";"UA010";4795451.15558;5643259.37392
1256;462;"KIEV";"UA011";5021086.38262;5798656.71285
1257;463;"KIROVOGRAD";"UA012";5199568.56106;5633622.29443
1258;464;"LUHANS´K";"UA013";5679628.20119;5876669.41252
1259;465;"L´VOV";"UA014";4574570.88011;5617281.06107
1260;466;"NIKOLAYEV";"UA015";5212752.96072;5513845.67315
1261;467;"ODESSA";"UA016";5090957.79713;5394412.26269
1262;468;"POLTAVA";"UA017";5276144.77334;5812663.22067
1263;469;"ROVNO";"UA018";4716803.00626;5802395.60778
1264;470;"SUMY";"UA019";5246867.02516;5970409.87936
1265;471;"TERNOPOL´";"UA020";4706652.9569;5608795.50686
1266;472;"VINNITSA";"UA021";4938441.18143;5610362.32785
1267;473;"VOLYN";"UA022";4607097.79575;5794080.61617
1268;474;"ZAKARPAT´YE";"UA023";4556522.73483;5462484.05939
1269;475;"ZAPOROZH´YE";"UA024";5511936.40653;5594249.2892
1270;476;"ZHITOMIR";"UA025";4872272.86856;5795198.48033
1271;477;"CLEVELAND";"UK111";2843980.04183;6096890.34019
1272;477;"DURHAM";"UK112";2803399.21484;6115447.92448
1273;478;"CUMBRIA";"UK12";2723750.69532;6114262.71775
1274;479;"NORTHUMBERLAND";"UK131";2797015.62773;6179608.45244
1275;479;"TYNE AND WEAR";"UK132";2824146.77597;6142995.84833
1276;480;"HUMBERSIDE";"UK21";2875417.45157;6003449.87963
1277;481;"NORTH YORKSHIRE";"UK22";2821536.05212;6055545.22227
1278;482;"SOUTH YORKSHIRE";"UK23";2815445.55469;5978082.38031
1279;483;"WEST YORKSHIRE";"UK24";2795928.25141;6009951.29642
1280;484;"DERBYSHIRE";"UK311";2790800.12477;5941803.09831
1281;484;"NOTTINGHAMSHIRE";"UK312";2830309.99807;5935052.52346
1282;485;"LEICESTERSHIRE";"UK321";2821426.97849;5884044.43299
1283;485;"NORTHAMPTONSHIRE";"UK322";2827788.47703;5842632.28118
1284;486;"LINCOLNSHIRE";"UK33";2881058.52481;5926697.66287
1285;487;"CAMBRIDGESHIRE";"UK401";2887490.40547;5841434.46115
1286;487;"NORFOLK";"UK402";2956108.2891;5868335.87651
1287;487;"SUFFOLK";"UK403";2957405.27222;5817045.42181
1288;488;"BEDFORDSHIRE";"UK511";2852363.59783;5813108.63669
1289;488;"HERTFORDSHIRE";"UK512";2865360.96031;5784023.93747
1290;489;"BERKSHIRE";"UK521";2800720.55232;5749858.22868
1291;489;"BUCKINGHAMSHIRE";"UK522";2825060.22358;5789015.70705
1292;489;"OXFORDSHIRE";"UK523";2788036.89823;5787392.62989
1293;490;"EAST SUSSEX";"UK531";2885698.58875;5680881.11082
1294;490;"SURREY";"UK532";2842795.25336;5720626.7203
1295;490;"WEST SUSSEX";"UK533";2833660.51768;5689619.52348
1296;491;"ESSEX";"UK54";2917832.35003;5773310.21539
1297;492;"GREATER LONDON";"UK55";2867960.25569;5745984.63778
1298;493;"HAMPSHIRE";"UK561";2779482.32025;5709097.92612
1299;493;"ISLE OF WIGHT";"UK562";2772725.13931;5666248.64671
1300;494;"KENT";"UK57";2922447.729;5709590.35636
1301;495;"AVON";"UK611";2696476.4466;5764099.68282
1302;495;"GLOUCESTERSHIRE";"UK612";2734775.91158;5801933.17239
1303;495;"WILTSHIRE";"UK613";2738495.13026;5743264.30041
