"d_klassen_id";"d_klasse";"d_name";"d_code";"d_text_beschr";"d_text_bem";"d_text_lit";"tg"
16441;"B121351";"Gefaess>Breitform>rundlich>ausgeschwungen>Rundboden>engmundig";"B121351";"engmundig";"B12135";"None";"None"
16442;"B1213511";"Gefaess>Breitform>rundlich>ausgeschwungen>Rundboden>engmundig>hoher Umbruch";"B1213511";"hoher Umbruch";"B121351";"None";"None"
16443;"B1213512";"Gefaess>Breitform>rundlich>ausgeschwungen>Rundboden>engmundig>mittlerer Umbruch";"B1213512";"mittlerer Umbruch";"B121351";"None";"None"
16444;"B1213513";"Gefaess>Breitform>rundlich>ausgeschwungen>Rundboden>engmundig>niedriger Umbruch";"B1213513";"niedriger Umbruch";"B121351";"None";"None"
16445;"B121352";"Gefaess>Breitform>rundlich>ausgeschwungen>Rundboden>normalmundig";"B121352";"normalmundig";"B12135";"None";"None"
16446;"B1213521";"Gefaess>Breitform>rundlich>ausgeschwungen>Rundboden>normalmundig>hoher Umbruch";"B1213521";"hoher Umbruch";"B121352";"None";"None"
16447;"B1213522";"Gefaess>Breitform>rundlich>ausgeschwungen>Rundboden>normalmundig>mittlerer Umbruch";"B1213522";"mittlerer Umbruch";"B121352";"None";"None"
16448;"B1213523";"Gefaess>Breitform>rundlich>ausgeschwungen>Rundboden>normalmundig>niedriger Umbruch";"B1213523";"niedriger Umbruch";"B121352";"None";"None"
16450;"B1213531";"Gefaess>Breitform>rundlich>ausgeschwungen>Rundboden>weitmundig>hoher Umbruch";"B1213531";"hoher Umbruch";"B121353";"None";"None"
16452;"B1213533";"Gefaess>Breitform>rundlich>ausgeschwungen>Rundboden>weitmundig>niedriger Umbruch";"B1213533";"niedriger Umbruch";"B121353";"None";"None"
16279;"B1211522";"Gefaess>Breitform>rundlich>Zylinderhals>Rundboden>normalmundig>mittlerer Umbruch";"B1211522";"mittlerer Umbruch";"B121152";"None";"None"
16280;"B1211523";"Gefaess>Breitform>rundlich>Zylinderhals>Rundboden>normalmundig>niedriger Umbruch";"B1211523";"niedriger Umbruch";"B121152";"None";"None"
16281;"B121153";"Gefaess>Breitform>rundlich>Zylinderhals>Rundboden>weitmundig";"B121153";"weitmundig";"B12115";"None";"None"
16282;"B1211531";"Gefaess>Breitform>rundlich>Zylinderhals>Rundboden>weitmundig>hoher Umbruch";"B1211531";"hoher Umbruch";"B121153";"None";"None"
16283;"B1211532";"Gefaess>Breitform>rundlich>Zylinderhals>Rundboden>weitmundig>mittlerer Umbruch";"B1211532";"mittlerer Umbruch";"B121153";"None";"None"
16284;"B1211533";"Gefaess>Breitform>rundlich>Zylinderhals>Rundboden>weitmundig>niedriger Umbruch";"B1211533";"niedriger Umbruch";"B121153";"None";"None"
16274;"B1211511";"Gefaess>Breitform>rundlich>Zylinderhals>Rundboden>engmundig>hoher Umbruch";"B1211511";"hoher Umbruch";"B121151";"None";"None"
16277;"B121152";"Gefaess>Breitform>rundlich>Zylinderhals>Rundboden>normalmundig";"B121152";"normalmundig";"B12115";"None";"None"
16278;"B1211521";"Gefaess>Breitform>rundlich>Zylinderhals>Rundboden>normalmundig>hoher Umbruch";"B1211521";"hoher Umbruch";"B121152";"None";"None"
16199;"B1199532";"Gefaess>Hochform>Sonstige>Sonstige>Rundboden>weitmundig>mittlerer Umbruch";"B1199532";"mittlerer Umbruch";"B119953";"None";"None"
16200;"B1199533";"Gefaess>Hochform>Sonstige>Sonstige>Rundboden>weitmundig>niedriger Umbruch";"B1199533";"niedriger Umbruch";"B119953";"None";"None"
16190;"B1199511";"Gefaess>Hochform>Sonstige>Sonstige>Rundboden>engmundig>hoher Umbruch";"B1199511";"hoher Umbruch";"B119951";"None";"None"
16191;"B1199512";"Gefaess>Hochform>Sonstige>Sonstige>Rundboden>engmundig>mittlerer Umbruch";"B1199512";"mittlerer Umbruch";"B119951";"None";"None"
16192;"B1199513";"Gefaess>Hochform>Sonstige>Sonstige>Rundboden>engmundig>niedriger Umbruch";"B1199513";"niedriger Umbruch";"B119951";"None";"None"
16193;"B119952";"Gefaess>Hochform>Sonstige>Sonstige>Rundboden>normalmundig";"B119952";"normalmundig";"B11995";"None";"None"
16194;"B1199521";"Gefaess>Hochform>Sonstige>Sonstige>Rundboden>normalmundig>hoher Umbruch";"B1199521";"hoher Umbruch";"B119952";"None";"None"
16195;"B1199522";"Gefaess>Hochform>Sonstige>Sonstige>Rundboden>normalmundig>mittlerer Umbruch";"B1199522";"mittlerer Umbruch";"B119952";"None";"None"
16196;"B1199523";"Gefaess>Hochform>Sonstige>Sonstige>Rundboden>normalmundig>niedriger Umbruch";"B1199523";"niedriger Umbruch";"B119952";"None";"None"
16197;"B119953";"Gefaess>Hochform>Sonstige>Sonstige>Rundboden>weitmundig";"B119953";"weitmundig";"B11995";"None";"None"
16198;"B1199531";"Gefaess>Hochform>Sonstige>Sonstige>Rundboden>weitmundig>hoher Umbruch";"B1199531";"hoher Umbruch";"B119953";"None";"None"
16106;"B1198511";"Gefaess>Hochform>Sonstige>Blech u. Achse>Rundboden>engmundig>hoher Umbruch";"B1198511";"hoher Umbruch";"B119851";"None";"None"
16107;"B1198512";"Gefaess>Hochform>Sonstige>Blech u. Achse>Rundboden>engmundig>mittlerer Umbruch";"B1198512";"mittlerer Umbruch";"B119851";"None";"None"
16108;"B1198513";"Gefaess>Hochform>Sonstige>Blech u. Achse>Rundboden>engmundig>niedriger Umbruch";"B1198513";"niedriger Umbruch";"B119851";"None";"None"
16109;"B119852";"Gefaess>Hochform>Sonstige>Blech u. Achse>Rundboden>normalmundig";"B119852";"normalmundig";"B11985";"None";"None"
16110;"B1198521";"Gefaess>Hochform>Sonstige>Blech u. Achse>Rundboden>normalmundig>hoher Umbruch";"B1198521";"hoher Umbruch";"B119852";"None";"None"
16111;"B1198522";"Gefaess>Hochform>Sonstige>Blech u. Achse>Rundboden>normalmundig>mittlerer Umbruch";"B1198522";"mittlerer Umbruch";"B119852";"None";"None"
16112;"B1198523";"Gefaess>Hochform>Sonstige>Blech u. Achse>Rundboden>normalmundig>niedriger Umbruch";"B1198523";"niedriger Umbruch";"B119852";"None";"None"
16113;"B119853";"Gefaess>Hochform>Sonstige>Blech u. Achse>Rundboden>weitmundig";"B119853";"weitmundig";"B11985";"None";"None"
16114;"B1198531";"Gefaess>Hochform>Sonstige>Blech u. Achse>Rundboden>weitmundig>hoher Umbruch";"B1198531";"hoher Umbruch";"B119853";"None";"None"
16115;"B1198532";"Gefaess>Hochform>Sonstige>Blech u. Achse>Rundboden>weitmundig>mittlerer Umbruch";"B1198532";"mittlerer Umbruch";"B119853";"None";"None"
16116;"B1198533";"Gefaess>Hochform>Sonstige>Blech u. Achse>Rundboden>weitmundig>niedriger Umbruch";"B1198533";"niedriger Umbruch";"B119853";"None";"None"
16021;"B119751";"Gefaess>Hochform>Sonstige>eingecknickt>Rundboden>engmundig";"B119751";"engmundig";"B11975";"None";"None"
16022;"B1197511";"Gefaess>Hochform>Sonstige>eingecknickt>Rundboden>engmundig>hoher Umbruch";"B1197511";"hoher Umbruch";"B119751";"None";"None"
16025;"B119752";"Gefaess>Hochform>Sonstige>eingecknickt>Rundboden>normalmundig";"B119752";"normalmundig";"B11975";"None";"None"
16026;"B1197521";"Gefaess>Hochform>Sonstige>eingecknickt>Rundboden>normalmundig>hoher Umbruch";"B1197521";"hoher Umbruch";"B119752";"None";"None"
16027;"B1197522";"Gefaess>Hochform>Sonstige>eingecknickt>Rundboden>normalmundig>mittlerer Umbruch";"B1197522";"mittlerer Umbruch";"B119752";"None";"None"
16028;"B1197523";"Gefaess>Hochform>Sonstige>eingecknickt>Rundboden>normalmundig>niedriger Umbruch";"B1197523";"niedriger Umbruch";"B119752";"None";"None"
16029;"B119753";"Gefaess>Hochform>Sonstige>eingecknickt>Rundboden>weitmundig";"B119753";"weitmundig";"B11975";"None";"None"
16030;"B1197531";"Gefaess>Hochform>Sonstige>eingecknickt>Rundboden>weitmundig>hoher Umbruch";"B1197531";"hoher Umbruch";"B119753";"None";"None"
16031;"B1197532";"Gefaess>Hochform>Sonstige>eingecknickt>Rundboden>weitmundig>mittlerer Umbruch";"B1197532";"mittlerer Umbruch";"B119753";"None";"None"
16032;"B1197533";"Gefaess>Hochform>Sonstige>eingecknickt>Rundboden>weitmundig>niedriger Umbruch";"B1197533";"niedriger Umbruch";"B119753";"None";"None"
15941;"B119652";"Gefaess>Hochform>Sonstige>eingewoelbt>Rundboden>normalmundig";"B119652";"normalmundig";"B11965";"None";"None"
15942;"B1196521";"Gefaess>Hochform>Sonstige>eingewoelbt>Rundboden>normalmundig>hoher Umbruch";"B1196521";"hoher Umbruch";"B119652";"None";"None"
15943;"B1196522";"Gefaess>Hochform>Sonstige>eingewoelbt>Rundboden>normalmundig>mittlerer Umbruch";"B1196522";"mittlerer Umbruch";"B119652";"None";"None"
15944;"B1196523";"Gefaess>Hochform>Sonstige>eingewoelbt>Rundboden>normalmundig>niedriger Umbruch";"B1196523";"niedriger Umbruch";"B119652";"None";"None"
15945;"B119653";"Gefaess>Hochform>Sonstige>eingewoelbt>Rundboden>weitmundig";"B119653";"weitmundig";"B11965";"None";"None"
15946;"B1196531";"Gefaess>Hochform>Sonstige>eingewoelbt>Rundboden>weitmundig>hoher Umbruch";"B1196531";"hoher Umbruch";"B119653";"None";"None"
15947;"B1196532";"Gefaess>Hochform>Sonstige>eingewoelbt>Rundboden>weitmundig>mittlerer Umbruch";"B1196532";"mittlerer Umbruch";"B119653";"None";"None"
15948;"B1196533";"Gefaess>Hochform>Sonstige>eingewoelbt>Rundboden>weitmundig>niedriger Umbruch";"B1196533";"niedriger Umbruch";"B119653";"None";"None"
15937;"B119651";"Gefaess>Hochform>Sonstige>eingewoelbt>Rundboden>engmundig";"B119651";"engmundig";"B11965";"None";"None"
15938;"B1196511";"Gefaess>Hochform>Sonstige>eingewoelbt>Rundboden>engmundig>hoher Umbruch";"B1196511";"hoher Umbruch";"B119651";"None";"None"
15939;"B1196512";"Gefaess>Hochform>Sonstige>eingewoelbt>Rundboden>engmundig>mittlerer Umbruch";"B1196512";"mittlerer Umbruch";"B119651";"None";"None"
15940;"B1196513";"Gefaess>Hochform>Sonstige>eingewoelbt>Rundboden>engmundig>niedriger Umbruch";"B1196513";"niedriger Umbruch";"B119651";"None";"None"
15864;"B1195533";"Gefaess>Hochform>Sonstige>gerade>Rundboden>weitmundig>niedriger Umbruch";"B1195533";"niedriger Umbruch";"B119553";"None";"None"
15853;"B119551";"Gefaess>Hochform>Sonstige>gerade>Rundboden>engmundig";"B119551";"engmundig";"B11955";"None";"None"
15854;"B1195511";"Gefaess>Hochform>Sonstige>gerade>Rundboden>engmundig>hoher Umbruch";"B1195511";"hoher Umbruch";"B119551";"None";"None"
15855;"B1195512";"Gefaess>Hochform>Sonstige>gerade>Rundboden>engmundig>mittlerer Umbruch";"B1195512";"mittlerer Umbruch";"B119551";"None";"None"
15856;"B1195513";"Gefaess>Hochform>Sonstige>gerade>Rundboden>engmundig>niedriger Umbruch";"B1195513";"niedriger Umbruch";"B119551";"None";"None"
15858;"B1195521";"Gefaess>Hochform>Sonstige>gerade>Rundboden>normalmundig>hoher Umbruch";"B1195521";"hoher Umbruch";"B119552";"None";"None"
15861;"B119553";"Gefaess>Hochform>Sonstige>gerade>Rundboden>weitmundig";"B119553";"weitmundig";"B11955";"None";"None"
15862;"B1195531";"Gefaess>Hochform>Sonstige>gerade>Rundboden>weitmundig>hoher Umbruch";"B1195531";"hoher Umbruch";"B119553";"None";"None"
15863;"B1195532";"Gefaess>Hochform>Sonstige>gerade>Rundboden>weitmundig>mittlerer Umbruch";"B1195532";"mittlerer Umbruch";"B119553";"None";"None"
15685;"B119351";"Gefaess>Hochform>Sonstige>ausgeschwungen>Rundboden>engmundig";"B119351";"engmundig";"B11935";"None";"None"
15686;"B1193511";"Gefaess>Hochform>Sonstige>ausgeschwungen>Rundboden>engmundig>hoher Umbruch";"B1193511";"hoher Umbruch";"B119351";"None";"None"
15687;"B1193512";"Gefaess>Hochform>Sonstige>ausgeschwungen>Rundboden>engmundig>mittlerer Umbruch";"B1193512";"mittlerer Umbruch";"B119351";"None";"None"
15688;"B1193513";"Gefaess>Hochform>Sonstige>ausgeschwungen>Rundboden>engmundig>niedriger Umbruch";"B1193513";"niedriger Umbruch";"B119351";"None";"None"
15690;"B1193521";"Gefaess>Hochform>Sonstige>ausgeschwungen>Rundboden>normalmundig>hoher Umbruch";"B1193521";"hoher Umbruch";"B119352";"None";"None"
15691;"B1193522";"Gefaess>Hochform>Sonstige>ausgeschwungen>Rundboden>normalmundig>mittlerer Umbruch";"B1193522";"mittlerer Umbruch";"B119352";"None";"None"
15692;"B1193523";"Gefaess>Hochform>Sonstige>ausgeschwungen>Rundboden>normalmundig>niedriger Umbruch";"B1193523";"niedriger Umbruch";"B119352";"None";"None"
15693;"B119353";"Gefaess>Hochform>Sonstige>ausgeschwungen>Rundboden>weitmundig";"B119353";"weitmundig";"B11935";"None";"None"
15694;"B1193531";"Gefaess>Hochform>Sonstige>ausgeschwungen>Rundboden>weitmundig>hoher Umbruch";"B1193531";"hoher Umbruch";"B119353";"None";"None"
15695;"B1193532";"Gefaess>Hochform>Sonstige>ausgeschwungen>Rundboden>weitmundig>mittlerer Umbruch";"B1193532";"mittlerer Umbruch";"B119353";"None";"None"
15696;"B1193533";"Gefaess>Hochform>Sonstige>ausgeschwungen>Rundboden>weitmundig>niedriger Umbruch";"B1193533";"niedriger Umbruch";"B119353";"None";"None"
15603;"B1192512";"Gefaess>Hochform>Sonstige>Schraegrand>Rundboden>engmundig>mittlerer Umbruch";"B1192512";"mittlerer Umbruch";"B119251";"None";"None"
15604;"B1192513";"Gefaess>Hochform>Sonstige>Schraegrand>Rundboden>engmundig>niedriger Umbruch";"B1192513";"niedriger Umbruch";"B119251";"None";"None"
15605;"B119252";"Gefaess>Hochform>Sonstige>Schraegrand>Rundboden>normalmundig";"B119252";"normalmundig";"B11925";"None";"None"
15606;"B1192521";"Gefaess>Hochform>Sonstige>Schraegrand>Rundboden>normalmundig>hoher Umbruch";"B1192521";"hoher Umbruch";"B119252";"None";"None"
15607;"B1192522";"Gefaess>Hochform>Sonstige>Schraegrand>Rundboden>normalmundig>mittlerer Umbruch";"B1192522";"mittlerer Umbruch";"B119252";"None";"None"
15608;"B1192523";"Gefaess>Hochform>Sonstige>Schraegrand>Rundboden>normalmundig>niedriger Umbruch";"B1192523";"niedriger Umbruch";"B119252";"None";"None"
15609;"B119253";"Gefaess>Hochform>Sonstige>Schraegrand>Rundboden>weitmundig";"B119253";"weitmundig";"B11925";"None";"None"
15610;"B1192531";"Gefaess>Hochform>Sonstige>Schraegrand>Rundboden>weitmundig>hoher Umbruch";"B1192531";"hoher Umbruch";"B119253";"None";"None"
15611;"B1192532";"Gefaess>Hochform>Sonstige>Schraegrand>Rundboden>weitmundig>mittlerer Umbruch";"B1192532";"mittlerer Umbruch";"B119253";"None";"None"
15612;"B1192533";"Gefaess>Hochform>Sonstige>Schraegrand>Rundboden>weitmundig>niedriger Umbruch";"B1192533";"niedriger Umbruch";"B119253";"None";"None"
15601;"B119251";"Gefaess>Hochform>Sonstige>Schraegrand>Rundboden>engmundig";"B119251";"engmundig";"B11925";"None";"None"
15602;"B1192511";"Gefaess>Hochform>Sonstige>Schraegrand>Rundboden>engmundig>hoher Umbruch";"B1192511";"hoher Umbruch";"B119251";"None";"None"
15517;"B119151";"Gefaess>Hochform>Sonstige>Zylinderhals>Rundboden>engmundig";"B119151";"engmundig";"B11915";"None";"None"
15518;"B1191511";"Gefaess>Hochform>Sonstige>Zylinderhals>Rundboden>engmundig>hoher Umbruch";"B1191511";"hoher Umbruch";"B119151";"None";"None"
15519;"B1191512";"Gefaess>Hochform>Sonstige>Zylinderhals>Rundboden>engmundig>mittlerer Umbruch";"B1191512";"mittlerer Umbruch";"B119151";"None";"None"
15520;"B1191513";"Gefaess>Hochform>Sonstige>Zylinderhals>Rundboden>engmundig>niedriger Umbruch";"B1191513";"niedriger Umbruch";"B119151";"None";"None"
15521;"B119152";"Gefaess>Hochform>Sonstige>Zylinderhals>Rundboden>normalmundig";"B119152";"normalmundig";"B11915";"None";"None"
15522;"B1191521";"Gefaess>Hochform>Sonstige>Zylinderhals>Rundboden>normalmundig>hoher Umbruch";"B1191521";"hoher Umbruch";"B119152";"None";"None"
15523;"B1191522";"Gefaess>Hochform>Sonstige>Zylinderhals>Rundboden>normalmundig>mittlerer Umbruch";"B1191522";"mittlerer Umbruch";"B119152";"None";"None"
15524;"B1191523";"Gefaess>Hochform>Sonstige>Zylinderhals>Rundboden>normalmundig>niedriger Umbruch";"B1191523";"niedriger Umbruch";"B119152";"None";"None"
15525;"B119153";"Gefaess>Hochform>Sonstige>Zylinderhals>Rundboden>weitmundig";"B119153";"weitmundig";"B11915";"None";"None"
15526;"B1191531";"Gefaess>Hochform>Sonstige>Zylinderhals>Rundboden>weitmundig>hoher Umbruch";"B1191531";"hoher Umbruch";"B119153";"None";"None"
15433;"B116951";"Gefaess>Hochform>Metallgef.>Sonstige>Rundboden>engmundig";"B116951";"engmundig";"B11695";"None";"None"
15434;"B1169511";"Gefaess>Hochform>Metallgef.>Sonstige>Rundboden>engmundig>hoher Umbruch";"B1169511";"hoher Umbruch";"B116951";"None";"None"
15435;"B1169512";"Gefaess>Hochform>Metallgef.>Sonstige>Rundboden>engmundig>mittlerer Umbruch";"B1169512";"mittlerer Umbruch";"B116951";"None";"None"
15436;"B1169513";"Gefaess>Hochform>Metallgef.>Sonstige>Rundboden>engmundig>niedriger Umbruch";"B1169513";"niedriger Umbruch";"B116951";"None";"None"
15437;"B116952";"Gefaess>Hochform>Metallgef.>Sonstige>Rundboden>normalmundig";"B116952";"normalmundig";"B11695";"None";"None"
15438;"B1169521";"Gefaess>Hochform>Metallgef.>Sonstige>Rundboden>normalmundig>hoher Umbruch";"B1169521";"hoher Umbruch";"B116952";"None";"None"
15439;"B1169522";"Gefaess>Hochform>Metallgef.>Sonstige>Rundboden>normalmundig>mittlerer Umbruch";"B1169522";"mittlerer Umbruch";"B116952";"None";"None"
15441;"B116953";"Gefaess>Hochform>Metallgef.>Sonstige>Rundboden>weitmundig";"B116953";"weitmundig";"B11695";"None";"None"
15442;"B1169531";"Gefaess>Hochform>Metallgef.>Sonstige>Rundboden>weitmundig>hoher Umbruch";"B1169531";"hoher Umbruch";"B116953";"None";"None"
15443;"B1169532";"Gefaess>Hochform>Metallgef.>Sonstige>Rundboden>weitmundig>mittlerer Umbruch";"B1169532";"mittlerer Umbruch";"B116953";"None";"None"
15444;"B1169533";"Gefaess>Hochform>Metallgef.>Sonstige>Rundboden>weitmundig>niedriger Umbruch";"B1169533";"niedriger Umbruch";"B116953";"None";"None"
15349;"B116851";"Gefaess>Hochform>Metallgef.>Blech u. Achse>Rundboden>engmundig";"B116851";"engmundig";"B11685";"None";"None"
15350;"B1168511";"Gefaess>Hochform>Metallgef.>Blech u. Achse>Rundboden>engmundig>hoher Umbruch";"B1168511";"hoher Umbruch";"B116851";"None";"None"
15351;"B1168512";"Gefaess>Hochform>Metallgef.>Blech u. Achse>Rundboden>engmundig>mittlerer Umbruch";"B1168512";"mittlerer Umbruch";"B116851";"None";"None"
15352;"B1168513";"Gefaess>Hochform>Metallgef.>Blech u. Achse>Rundboden>engmundig>niedriger Umbruch";"B1168513";"niedriger Umbruch";"B116851";"None";"None"
15353;"B116852";"Gefaess>Hochform>Metallgef.>Blech u. Achse>Rundboden>normalmundig";"B116852";"normalmundig";"B11685";"None";"None"
15356;"B1168523";"Gefaess>Hochform>Metallgef.>Blech u. Achse>Rundboden>normalmundig>niedriger Umbruch";"B1168523";"niedriger Umbruch";"B116852";"None";"None"
15357;"B116853";"Gefaess>Hochform>Metallgef.>Blech u. Achse>Rundboden>weitmundig";"B116853";"weitmundig";"B11685";"None";"None"
15358;"B1168531";"Gefaess>Hochform>Metallgef.>Blech u. Achse>Rundboden>weitmundig>hoher Umbruch";"B1168531";"hoher Umbruch";"B116853";"None";"None"
15359;"B1168532";"Gefaess>Hochform>Metallgef.>Blech u. Achse>Rundboden>weitmundig>mittlerer Umbruch";"B1168532";"mittlerer Umbruch";"B116853";"None";"None"
15360;"B1168533";"Gefaess>Hochform>Metallgef.>Blech u. Achse>Rundboden>weitmundig>niedriger Umbruch";"B1168533";"niedriger Umbruch";"B116853";"None";"None"
15269;"B116752";"Gefaess>Hochform>Metallgef.>eingecknickt>Rundboden>normalmundig";"B116752";"normalmundig";"B11675";"None";"None"
15270;"B1167521";"Gefaess>Hochform>Metallgef.>eingecknickt>Rundboden>normalmundig>hoher Umbruch";"B1167521";"hoher Umbruch";"B116752";"None";"None"
15271;"B1167522";"Gefaess>Hochform>Metallgef.>eingecknickt>Rundboden>normalmundig>mittlerer Umbruch";"B1167522";"mittlerer Umbruch";"B116752";"None";"None"
15272;"B1167523";"Gefaess>Hochform>Metallgef.>eingecknickt>Rundboden>normalmundig>niedriger Umbruch";"B1167523";"niedriger Umbruch";"B116752";"None";"None"
15273;"B116753";"Gefaess>Hochform>Metallgef.>eingecknickt>Rundboden>weitmundig";"B116753";"weitmundig";"B11675";"None";"None"
15274;"B1167531";"Gefaess>Hochform>Metallgef.>eingecknickt>Rundboden>weitmundig>hoher Umbruch";"B1167531";"hoher Umbruch";"B116753";"None";"None"
15275;"B1167532";"Gefaess>Hochform>Metallgef.>eingecknickt>Rundboden>weitmundig>mittlerer Umbruch";"B1167532";"mittlerer Umbruch";"B116753";"None";"None"
15276;"B1167533";"Gefaess>Hochform>Metallgef.>eingecknickt>Rundboden>weitmundig>niedriger Umbruch";"B1167533";"niedriger Umbruch";"B116753";"None";"None"
15265;"B116751";"Gefaess>Hochform>Metallgef.>eingecknickt>Rundboden>engmundig";"B116751";"engmundig";"B11675";"None";"None"
15266;"B1167511";"Gefaess>Hochform>Metallgef.>eingecknickt>Rundboden>engmundig>hoher Umbruch";"B1167511";"hoher Umbruch";"B116751";"None";"None"
15268;"B1167513";"Gefaess>Hochform>Metallgef.>eingecknickt>Rundboden>engmundig>niedriger Umbruch";"B1167513";"niedriger Umbruch";"B116751";"None";"None"
15192;"B1166533";"Gefaess>Hochform>Metallgef.>eingewoelbt>Rundboden>weitmundig>niedriger Umbruch";"B1166533";"niedriger Umbruch";"B116653";"None";"None"
15181;"B116651";"Gefaess>Hochform>Metallgef.>eingewoelbt>Rundboden>engmundig";"B116651";"engmundig";"B11665";"None";"None"
15182;"B1166511";"Gefaess>Hochform>Metallgef.>eingewoelbt>Rundboden>engmundig>hoher Umbruch";"B1166511";"hoher Umbruch";"B116651";"None";"None"
15183;"B1166512";"Gefaess>Hochform>Metallgef.>eingewoelbt>Rundboden>engmundig>mittlerer Umbruch";"B1166512";"mittlerer Umbruch";"B116651";"None";"None"
