"h_loc07_id";"form";"dmbreite";"laenge";"hoehe";"grabzahl";"steinkranz";"kreisgraben";"pfosten";"stele";"stratigraphie";"h_bem";"pfostenstellungen"
2153;384;0;0;0;1;f;f;f;f;f;"völlig verschleifter großer Grabhügel, Ausmaße nicht mehr rekonstruierbar
";f
12980;384;0;0;0;0;f;f;f;f;f;"leer";f
12981;384;0;0;0;0;f;f;f;f;f;"leer";f
12982;384;0;0;0;0;f;f;f;f;f;"leer";f
12983;384;0;0;0;0;f;f;f;f;f;"leer";f
12984;384;0;0;0;0;f;f;f;f;f;"leer";f
12985;384;0;0;0;0;f;f;f;f;f;"leer";f
12986;384;0;0;0;0;f;f;f;f;f;"leer";f
12987;384;0;0;0;0;f;f;f;f;f;"leer";f
12988;384;0;0;0;0;f;f;f;f;f;"leer";f
12989;384;0;0;0;0;f;f;f;f;f;"leer";f
12990;384;0;0;0;0;f;f;f;f;f;"leer";f
12991;384;0;0;0;0;f;f;f;f;f;"leer";f
12578;384;8;0;2;0;f;f;f;f;f;"Raubtrichter mit einem Dm. von 2,5 m und einer Tiefe von 1,5 m. 
";f
12620;380;15.7;0;0.76;13;f;f;f;f;f;"13 FLT-zeitliche Körpergräber mit 15 Bestattungen (2 Doppelbestattungen)

";f
12728;380;7.1;0;0.5;0;f;f;f;f;f;"leer
";f
3433;380;0;0;2;0;f;f;f;f;f;"Aufbau aus Sand und Lehm. Teilweise bereits als Sandgrube 
benutzt.

";f
3487;380;18;0;0;0;f;f;f;f;f;"Scheinbar ungestört.
";f
12890;380;0;0;0;0;f;f;f;f;f;"leer
";f
12887;384;0;0;0;0;f;f;f;f;f;"leer";f
12888;384;0;0;0;0;f;f;f;f;f;"leer";f
12891;384;0;0;0;0;f;f;f;f;f;"leer";f
12892;384;0;0;0;0;f;f;f;f;f;"leer";f
12893;384;0;0;0;0;f;f;f;f;f;"leer";f
12894;384;0;0;0;0;f;f;f;f;f;"leer";f
12895;384;0;0;0;0;f;f;f;f;f;"leer";f
12896;384;0;0;0;0;f;f;f;f;f;"leer";f
12897;384;0;0;0;0;f;f;f;f;f;"leer";f
12898;384;0;0;0;0;f;f;f;f;f;"leer";f
12899;384;0;0;0;0;f;f;f;f;f;"leer";f
12900;384;0;0;0;0;f;f;f;f;f;"leer";f
12901;384;0;0;0;0;f;f;f;f;f;"leer";f
12902;384;0;0;0;0;f;f;f;f;f;"leer";f
12903;384;0;0;0;0;f;f;f;f;f;"leer";f
12904;384;0;0;0;0;f;f;f;f;f;"leer";f
12905;384;0;0;0;0;f;f;f;f;f;"leer";f
12906;384;0;0;0;0;f;f;f;f;f;"leer";f
12907;384;0;0;0;0;f;f;f;f;f;"leer";f
12909;384;0;0;0;0;f;f;f;f;f;"leer";f
12910;384;0;0;0;0;f;f;f;f;f;"leer";f
12911;384;0;0;0;0;f;f;f;f;f;"leer";f
12912;384;0;0;0;0;f;f;f;f;f;"leer";f
12913;384;0;0;0;0;f;f;f;f;f;"leer";f
12914;384;0;0;0;0;f;f;f;f;f;"leer";f
12915;384;0;0;0;0;f;f;f;f;f;"leer";f
12916;384;0;0;0;0;f;f;f;f;f;"leer";f
12917;384;0;0;0;0;f;f;f;f;f;"leer";f
12918;384;0;0;0;0;f;f;f;f;f;"leer";f
12919;384;0;0;0;0;f;f;f;f;f;"leer";f
12920;384;0;0;0;0;f;f;f;f;f;"leer";f
12921;384;0;0;0;0;f;f;f;f;f;"leer";f
12922;384;0;0;0;0;f;f;f;f;f;"leer";f
12923;384;0;0;0;0;f;f;f;f;f;"leer";f
12924;384;0;0;0;0;f;f;f;f;f;"leer";f
12925;384;0;0;0;0;f;f;f;f;f;"leer";f
12926;384;0;0;0;0;f;f;f;f;f;"leer";f
12927;384;0;0;0;0;f;f;f;f;f;"leer";f
12928;384;0;0;0;0;f;f;f;f;f;"leer";f
12929;384;0;0;0;0;f;f;f;f;f;"leer";f
12930;384;0;0;0;0;f;f;f;f;f;"leer";f
12931;384;0;0;0;0;f;f;f;f;f;"leer";f
12932;384;0;0;0;0;f;f;f;f;f;"leer";f
12933;384;0;0;0;0;f;f;f;f;f;"leer";f
12934;384;0;0;0;0;f;f;f;f;f;"leer";f
12936;384;0;0;0;0;f;f;f;f;f;"leer";f
12948;384;0;0;0;0;f;f;f;f;f;"leer";f
12949;384;0;0;0;0;f;f;f;f;f;"leer";f
12950;384;0;0;0;0;f;f;f;f;f;"leer";f
12951;384;0;0;0;0;f;f;f;f;f;"leer";f
12954;384;0;0;0;0;f;f;f;f;f;"leer";f
12956;384;0;0;0;0;f;f;f;f;f;"leer";f
10596;384;0;0;0;1;f;f;f;f;f;"leer
";f
2169;380;60;80;6;17;f;f;f;f;f;"
";f
12966;384;0;0;0;0;f;f;f;f;f;"leer";f
12967;384;0;0;0;0;f;f;f;f;f;"leer";f
12968;384;0;0;0;0;f;f;f;f;f;"leer";f
12969;384;0;0;0;0;f;f;f;f;f;"leer";f
12970;384;0;0;0;0;f;f;f;f;f;"leer";f
12971;384;0;0;0;0;f;f;f;f;f;"leer";f
12972;384;0;0;0;0;f;f;f;f;f;"leer";f
12973;384;0;0;0;0;f;f;f;f;f;"leer";f
12974;384;0;0;0;0;f;f;f;f;f;"leer";f
12975;384;0;0;0;0;f;f;f;f;f;"leer";f
12976;384;0;0;0;0;f;f;f;f;f;"leer";f
12977;384;0;0;0;0;f;f;f;f;f;"leer";f
12978;384;0;0;0;0;f;f;f;f;f;"leer";f
12979;384;0;0;0;0;f;f;f;f;f;"leer";f
12796;384;0;0;0;0;f;f;f;f;f;"leer";f
12798;384;0;0;0;0;f;f;f;f;f;"leer";f
12799;384;0;0;0;0;f;f;f;f;f;"leer";f
12800;384;0;0;0;0;f;f;f;f;f;"leer";f
12803;384;0;0;0;0;f;f;f;f;f;"leer";f
12804;384;0;0;0;0;f;f;f;f;f;"leer";f
12805;384;0;0;0;0;f;f;f;f;f;"leer";f
12806;384;0;0;0;0;f;f;f;f;f;"leer";f
12807;384;0;0;0;0;f;f;f;f;f;"leer";f
12809;384;0;0;0;0;f;f;f;f;f;"leer";f
12810;384;0;0;0;0;f;f;f;f;f;"leer";f
12811;384;0;0;0;0;f;f;f;f;f;"leer";f
12812;384;0;0;0;0;f;f;f;f;f;"leer";f
12813;384;0;0;0;0;f;f;f;f;f;"leer";f
12814;384;0;0;0;0;f;f;f;f;f;"leer";f
12815;384;0;0;0;0;f;f;f;f;f;"leer";f
12816;384;0;0;0;0;f;f;f;f;f;"leer";f
12817;384;0;0;0;0;f;f;f;f;f;"leer";f
12818;384;0;0;0;0;f;f;f;f;f;"leer";f
12819;384;0;0;0;0;f;f;f;f;f;"leer";f
12820;384;0;0;0;0;f;f;f;f;f;"leer";f
12821;384;0;0;0;0;f;f;f;f;f;"leer";f
12822;384;0;0;0;0;f;f;f;f;f;"leer";f
12823;384;0;0;0;0;f;f;f;f;f;"leer";f
12824;384;0;0;0;0;f;f;f;f;f;"leer";f
12825;384;0;0;0;0;f;f;f;f;f;"leer";f
12826;384;0;0;0;0;f;f;f;f;f;"leer";f
12827;384;0;0;0;0;f;f;f;f;f;"leer";f
12828;384;0;0;0;0;f;f;f;f;f;"leer";f
12829;384;0;0;0;0;f;f;f;f;f;"leer";f
12830;384;0;0;0;0;f;f;f;f;f;"leer";f
12831;384;0;0;0;0;f;f;f;f;f;"leer";f
12832;384;0;0;0;0;f;f;f;f;f;"leer";f
12833;384;0;0;0;0;f;f;f;f;f;"leer";f
12834;384;0;0;0;0;f;f;f;f;f;"leer";f
12839;384;0;0;0;0;f;f;f;f;f;"leer";f
12840;384;0;0;0;0;f;f;f;f;f;"leer";f
12841;384;0;0;0;0;f;f;f;f;f;"leer";f
12842;384;0;0;0;0;f;f;f;f;f;"leer";f
12843;384;0;0;0;0;f;f;f;f;f;"leer";f
12845;384;0;0;0;0;f;f;f;f;f;"leer";f
12846;384;0;0;0;0;f;f;f;f;f;"leer";f
12847;384;0;0;0;0;f;f;f;f;f;"leer";f
12851;384;0;0;0;0;f;f;f;f;f;"leer";f
12856;384;0;0;0;0;f;f;f;f;f;"leer";f
12857;384;0;0;0;0;f;f;f;f;f;"leer";f
12858;384;0;0;0;0;f;f;f;f;f;"leer";f
12859;384;0;0;0;0;f;f;f;f;f;"leer";f
12860;384;0;0;0;0;f;f;f;f;f;"leer";f
12861;384;0;0;0;0;f;f;f;f;f;"leer";f
12862;384;0;0;0;0;f;f;f;f;f;"leer";f
12863;384;0;0;0;0;f;f;f;f;f;"leer";f
12864;384;0;0;0;0;f;f;f;f;f;"leer";f
12865;384;0;0;0;0;f;f;f;f;f;"leer";f
12867;384;0;0;0;0;f;f;f;f;f;"leer";f
12868;384;0;0;0;0;f;f;f;f;f;"leer";f
12869;384;0;0;0;0;f;f;f;f;f;"leer";f
12870;384;0;0;0;0;f;f;f;f;f;"leer";f
12871;384;0;0;0;0;f;f;f;f;f;"leer";f
12872;384;0;0;0;0;f;f;f;f;f;"leer";f
12873;384;0;0;0;0;f;f;f;f;f;"leer";f
12875;384;0;0;0;0;f;f;f;f;f;"leer";f
12937;384;20;0;0.7;2;f;f;f;f;f;"leer
";f
12876;384;0;0;0;0;f;f;f;f;f;"leer";f
12877;384;0;0;0;0;f;f;f;f;f;"leer";f
12878;384;0;0;0;0;f;f;f;f;f;"leer";f
12879;384;0;0;0;0;f;f;f;f;f;"leer";f
12880;384;0;0;0;0;f;f;f;f;f;"leer";f
12881;384;0;0;0;0;f;f;f;f;f;"leer";f
12882;384;0;0;0;0;f;f;f;f;f;"leer";f
12883;384;0;0;0;0;f;f;f;f;f;"leer";f
12884;384;0;0;0;0;f;f;f;f;f;"leer";f
12885;384;0;0;0;0;f;f;f;f;f;"leer";f
12886;384;0;0;0;0;f;f;f;f;f;"leer";f
12704;384;0;0;0;0;f;f;f;f;f;"leer";f
12705;384;0;0;0;0;f;f;f;f;f;"leer";f
12706;384;0;0;0;0;f;f;f;f;f;"leer";f
12707;384;0;0;0;0;f;f;f;f;f;"leer";f
12708;384;0;0;0;0;f;f;f;f;f;"leer";f
12709;384;0;0;0;0;f;f;f;f;f;"leer";f
12710;384;0;0;0;0;f;f;f;f;f;"leer";f
12711;384;0;0;0;0;f;f;f;f;f;"leer";f
12712;384;0;0;0;0;f;f;f;f;f;"leer";f
12713;384;0;0;0;0;f;f;f;f;f;"leer";f
12714;384;0;0;0;0;f;f;f;f;f;"leer";f
12715;384;0;0;0;0;f;f;f;f;f;"leer";f
12716;384;0;0;0;0;f;f;f;f;f;"leer";f
12719;384;0;0;0;0;f;f;f;f;f;"leer";f
12720;384;0;0;0;0;f;f;f;f;f;"leer";f
12721;384;0;0;0;0;f;f;f;f;f;"leer";f
12722;384;0;0;0;0;f;f;f;f;f;"leer";f
12724;384;0;0;0;0;f;f;f;f;f;"leer";f
12730;384;0;0;0;0;f;f;f;f;f;"leer";f
12731;384;0;0;0;0;f;f;f;f;f;"leer";f
12732;384;0;0;0;0;f;f;f;f;f;"leer";f
12733;384;0;0;0;0;f;f;f;f;f;"leer";f
12734;384;0;0;0;0;f;f;f;f;f;"leer";f
12735;384;0;0;0;0;f;f;f;f;f;"leer";f
12736;384;0;0;0;0;f;f;f;f;f;"leer";f
12737;384;0;0;0;0;f;f;f;f;f;"leer";f
12738;384;0;0;0;0;f;f;f;f;f;"leer";f
12739;384;0;0;0;0;f;f;f;f;f;"leer";f
12740;384;0;0;0;0;f;f;f;f;f;"leer";f
12741;384;0;0;0;0;f;f;f;f;f;"leer";f
12742;384;0;0;0;0;f;f;f;f;f;"leer";f
12743;384;0;0;0;0;f;f;f;f;f;"leer";f
12744;384;0;0;0;0;f;f;f;f;f;"leer";f
12745;384;0;0;0;0;f;f;f;f;f;"leer";f
12750;384;0;0;0;0;f;f;f;f;f;"leer";f
12751;384;0;0;0;0;f;f;f;f;f;"leer";f
12752;384;0;0;0;0;f;f;f;f;f;"leer";f
12753;384;0;0;0;0;f;f;f;f;f;"leer";f
12754;384;0;0;0;0;f;f;f;f;f;"leer";f
12755;384;0;0;0;0;f;f;f;f;f;"leer";f
12756;384;0;0;0;0;f;f;f;f;f;"leer";f
12757;384;0;0;0;0;f;f;f;f;f;"leer";f
12758;384;0;0;0;0;f;f;f;f;f;"leer";f
12759;384;0;0;0;0;f;f;f;f;f;"leer";f
12760;384;0;0;0;0;f;f;f;f;f;"leer";f
12761;384;0;0;0;0;f;f;f;f;f;"leer";f
12762;384;0;0;0;0;f;f;f;f;f;"leer";f
12763;384;0;0;0;0;f;f;f;f;f;"leer";f
12764;384;0;0;0;0;f;f;f;f;f;"leer";f
12765;384;0;0;0;0;f;f;f;f;f;"leer";f
12766;384;0;0;0;0;f;f;f;f;f;"leer";f
12767;384;0;0;0;0;f;f;f;f;f;"leer";f
12768;384;0;0;0;0;f;f;f;f;f;"leer";f
12769;384;0;0;0;0;f;f;f;f;f;"leer";f
12770;384;0;0;0;0;f;f;f;f;f;"leer";f
12771;384;0;0;0;0;f;f;f;f;f;"leer";f
12772;384;0;0;0;0;f;f;f;f;f;"leer";f
12773;384;0;0;0;0;f;f;f;f;f;"leer";f
12776;384;0;0;0;0;f;f;f;f;f;"leer";f
12777;384;0;0;0;0;f;f;f;f;f;"leer";f
12778;384;0;0;0;0;f;f;f;f;f;"leer";f
12779;384;0;0;0;0;f;f;f;f;f;"leer";f
12780;384;0;0;0;0;f;f;f;f;f;"leer";f
12781;384;0;0;0;0;f;f;f;f;f;"leer";f
12782;384;0;0;0;0;f;f;f;f;f;"leer";f
12783;384;0;0;0;0;f;f;f;f;f;"leer";f
12784;384;0;0;0;0;f;f;f;f;f;"leer";f
12785;384;0;0;0;0;f;f;f;f;f;"leer";f
12786;384;0;0;0;0;f;f;f;f;f;"leer";f
12636;380;28;0;3.1;0;f;f;f;f;f;"leer

";f
13320;384;16;0;0;0;f;f;f;f;f;"leer
";f
12637;380;24;0;1.8;0;f;f;f;f;f;"Man stieß von der Oberfläche abwärts auf der nördlichen und nordwestlichen Seite (vielleicht um gegen den Abhang hin mehr Festigkeit zu erzielen) auf viele eingesetzte größere Steine und in 1 m Tiefe auf ziemlich reiche Nester von Kohle.
";f
1708;384;14.3;0;0;0;f;f;f;f;f;"verflossen
";f
10786;380;20;0;0.7;0;f;f;f;f;f;"Zur Höhe siehe: Beschreibung und Bemerkung.
";f
10590;381;40;0;2;4;f;f;f;f;f;"leer

";f
5403;380;0;0;0;0;f;f;f;f;f;"leer
";f
4038;380;18.5;0;0.5;0;f;f;f;f;f;"Mehrere flache Mulden, vielleicht Windwurflöcher.
";f
12638;380;10;0;1;0;f;f;f;f;f;"leer

";f
4072;380;23;0;0.9;0;f;f;f;f;f;"Hügel ist durch Dachsbau gestört, ansonsten offensichtlich ungestört.
";f
12639;384;14;0;0.4;0;f;f;f;f;f;"unregelmäßig länglicher Grabhügel

";f
11653;380;8;0;0.8;0;f;f;f;f;f;"
";f
13321;384;16;0;0;0;f;f;f;f;f;"leer
";f
12640;380;14;0;1.9;2;f;f;f;f;f;"Fast durchgängig schon von 0,40 m Tiefe an Steinsetzung von ziemlich großen Steinen, auch Kohlen.

";f
1707;384;12.9;0;0;0;f;f;f;f;f;"verflossen
";f
7305;384;23;0;0;0;t;t;f;f;f;"DM ehemals 23m. Huegelschuettung 0.2-0.3 m.
";f
12641;384;16;0;0.85;0;f;f;f;f;f;"Gleich unter der Oberfläche zerstreut eine Anzahl großer Steine
";f
12624;384;0;0;0;0;f;f;f;f;f;"leer";f
12625;384;0;0;0;0;f;f;f;f;f;"leer";f
12626;384;0;0;0;0;f;f;f;f;f;"leer";f
12627;384;0;0;0;0;f;f;f;f;f;"leer";f
12628;384;0;0;0;0;f;f;f;f;f;"leer";f
12629;384;0;0;0;0;f;f;f;f;f;"leer";f
12630;384;0;0;0;0;f;f;f;f;f;"leer";f
12631;384;0;0;0;0;f;f;f;f;f;"leer";f
12632;384;0;0;0;0;f;f;f;f;f;"leer";f
12633;384;0;0;0;0;f;f;f;f;f;"leer";f
12634;384;0;0;0;0;f;f;f;f;f;"leer";f
12642;384;0;0;0;0;f;f;f;f;f;"leer";f
12643;384;0;0;0;0;f;f;f;f;f;"leer";f
12644;384;0;0;0;0;f;f;f;f;f;"leer";f
12645;384;0;0;0;0;f;f;f;f;f;"leer";f
12646;384;0;0;0;0;f;f;f;f;f;"leer";f
12647;384;0;0;0;0;f;f;f;f;f;"leer";f
12648;384;0;0;0;0;f;f;f;f;f;"leer";f
12649;384;0;0;0;0;f;f;f;f;f;"leer";f
12650;384;0;0;0;0;f;f;f;f;f;"leer";f
12651;384;0;0;0;0;f;f;f;f;f;"leer";f
12652;384;0;0;0;0;f;f;f;f;f;"leer";f
12656;384;0;0;0;0;f;f;f;f;f;"leer";f
12657;384;0;0;0;0;f;f;f;f;f;"leer";f
12658;384;0;0;0;0;f;f;f;f;f;"leer";f
12659;384;0;0;0;0;f;f;f;f;f;"leer";f
12660;384;0;0;0;0;f;f;f;f;f;"leer";f
12661;384;0;0;0;0;f;f;f;f;f;"leer";f
12662;384;0;0;0;0;f;f;f;f;f;"leer";f
12663;384;0;0;0;0;f;f;f;f;f;"leer";f
12664;384;0;0;0;0;f;f;f;f;f;"leer";f
12665;384;0;0;0;0;f;f;f;f;f;"leer";f
12666;384;0;0;0;0;f;f;f;f;f;"leer";f
12667;384;0;0;0;0;f;f;f;f;f;"leer";f
12668;384;0;0;0;0;f;f;f;f;f;"leer";f
12669;384;0;0;0;0;f;f;f;f;f;"leer";f
12670;384;0;0;0;0;f;f;f;f;f;"leer";f
12671;384;0;0;0;0;f;f;f;f;f;"leer";f
12672;384;0;0;0;0;f;f;f;f;f;"leer";f
12673;384;0;0;0;0;f;f;f;f;f;"leer";f
12674;384;0;0;0;0;f;f;f;f;f;"leer";f
12675;384;0;0;0;0;f;f;f;f;f;"leer";f
12676;384;0;0;0;0;f;f;f;f;f;"leer";f
12677;384;0;0;0;0;f;f;f;f;f;"leer";f
12678;384;0;0;0;0;f;f;f;f;f;"leer";f
12679;384;0;0;0;0;f;f;f;f;f;"leer";f
12680;384;0;0;0;0;f;f;f;f;f;"leer";f
12681;384;0;0;0;0;f;f;f;f;f;"leer";f
12682;384;0;0;0;0;f;f;f;f;f;"leer";f
12683;384;0;0;0;0;f;f;f;f;f;"leer";f
12684;384;0;0;0;0;f;f;f;f;f;"leer";f
12685;384;0;0;0;0;f;f;f;f;f;"leer";f
12686;384;0;0;0;0;f;f;f;f;f;"leer";f
12687;384;0;0;0;0;f;f;f;f;f;"leer";f
12688;384;0;0;0;0;f;f;f;f;f;"leer";f
12689;384;0;0;0;0;f;f;f;f;f;"leer";f
12690;384;0;0;0;0;f;f;f;f;f;"leer";f
12691;384;0;0;0;0;f;f;f;f;f;"leer";f
12692;384;0;0;0;0;f;f;f;f;f;"leer";f
12693;384;0;0;0;0;f;f;f;f;f;"leer";f
12694;384;0;0;0;0;f;f;f;f;f;"leer";f
12698;384;0;0;0;0;f;f;f;f;f;"leer";f
12699;384;0;0;0;0;f;f;f;f;f;"leer";f
12519;384;0;0;0;0;f;f;f;f;f;"leer";f
12520;384;0;0;0;0;f;f;f;f;f;"leer";f
12521;384;0;0;0;0;f;f;f;f;f;"leer";f
12522;384;0;0;0;0;f;f;f;f;f;"leer";f
12523;384;0;0;0;0;f;f;f;f;f;"leer";f
12524;384;0;0;0;0;f;f;f;f;f;"leer";f
12525;384;0;0;0;0;f;f;f;f;f;"leer";f
12939;384;42;0;1.6;1;f;f;f;f;f;"leer
";f
5561;380;0;0;0;0;f;f;f;f;f;"leer
";f
12526;384;0;0;0;0;f;f;f;f;f;"leer";f
12527;384;0;0;0;0;f;f;f;f;f;"leer";f
12528;384;0;0;0;0;f;f;f;f;f;"leer";f
12529;384;0;0;0;0;f;f;f;f;f;"leer";f
12530;384;0;0;0;0;f;f;f;f;f;"leer";f
12531;384;0;0;0;0;f;f;f;f;f;"leer";f
12532;384;0;0;0;0;f;f;f;f;f;"leer";f
12533;384;0;0;0;0;f;f;f;f;f;"leer";f
12534;384;0;0;0;0;f;f;f;f;f;"leer";f
12535;384;0;0;0;0;f;f;f;f;f;"leer";f
12536;384;0;0;0;0;f;f;f;f;f;"leer";f
12537;384;0;0;0;0;f;f;f;f;f;"leer";f
12538;384;0;0;0;0;f;f;f;f;f;"leer";f
12539;384;0;0;0;0;f;f;f;f;f;"leer";f
12540;384;0;0;0;0;f;f;f;f;f;"leer";f
12541;384;0;0;0;0;f;f;f;f;f;"leer";f
12542;384;0;0;0;0;f;f;f;f;f;"leer";f
12543;384;0;0;0;0;f;f;f;f;f;"leer";f
12544;384;0;0;0;0;f;f;f;f;f;"leer";f
12545;384;0;0;0;0;f;f;f;f;f;"leer";f
12546;384;0;0;0;0;f;f;f;f;f;"leer";f
12547;384;0;0;0;0;f;f;f;f;f;"leer";f
12548;384;0;0;0;0;f;f;f;f;f;"leer";f
12549;384;0;0;0;0;f;f;f;f;f;"leer";f
12550;384;0;0;0;0;f;f;f;f;f;"leer";f
12551;384;0;0;0;0;f;f;f;f;f;"leer";f
12552;384;0;0;0;0;f;f;f;f;f;"leer";f
12553;384;0;0;0;0;f;f;f;f;f;"leer";f
12554;384;0;0;0;0;f;f;f;f;f;"leer";f
12556;384;0;0;0;0;f;f;f;f;f;"leer";f
12557;384;0;0;0;0;f;f;f;f;f;"leer";f
12558;384;0;0;0;0;f;f;f;f;f;"leer";f
12559;384;0;0;0;0;f;f;f;f;f;"leer";f
12560;384;0;0;0;0;f;f;f;f;f;"leer";f
12561;384;0;0;0;0;f;f;f;f;f;"leer";f
12562;384;0;0;0;0;f;f;f;f;f;"leer";f
12563;384;0;0;0;0;f;f;f;f;f;"leer";f
12564;384;0;0;0;0;f;f;f;f;f;"leer";f
12565;384;0;0;0;0;f;f;f;f;f;"leer";f
12566;384;0;0;0;0;f;f;f;f;f;"leer";f
12567;384;0;0;0;0;f;f;f;f;f;"leer";f
12568;384;0;0;0;0;f;f;f;f;f;"leer";f
12569;384;0;0;0;0;f;f;f;f;f;"leer";f
12570;384;0;0;0;0;f;f;f;f;f;"leer";f
12571;384;0;0;0;0;f;f;f;f;f;"leer";f
12572;384;0;0;0;0;f;f;f;f;f;"leer";f
12573;384;0;0;0;0;f;f;f;f;f;"leer";f
12574;384;0;0;0;0;f;f;f;f;f;"leer";f
12576;384;0;0;0;0;f;f;f;f;f;"leer";f
12577;384;0;0;0;0;f;f;f;f;f;"leer";f
12579;384;0;0;0;0;f;f;f;f;f;"leer";f
12582;384;0;0;0;0;f;f;f;f;f;"leer";f
12583;384;0;0;0;0;f;f;f;f;f;"leer";f
12584;384;0;0;0;0;f;f;f;f;f;"leer";f
12585;384;0;0;0;0;f;f;f;f;f;"leer";f
12586;384;0;0;0;0;f;f;f;f;f;"leer";f
12587;384;0;0;0;0;f;f;f;f;f;"leer";f
12588;384;0;0;0;0;f;f;f;f;f;"leer";f
12589;384;0;0;0;0;f;f;f;f;f;"leer";f
12590;384;0;0;0;0;f;f;f;f;f;"leer";f
12591;384;0;0;0;0;f;f;f;f;f;"leer";f
12592;384;0;0;0;0;f;f;f;f;f;"leer";f
12596;384;0;0;0;0;f;f;f;f;f;"leer";f
12599;384;0;0;0;0;f;f;f;f;f;"leer";f
12600;384;0;0;0;0;f;f;f;f;f;"leer";f
12601;384;0;0;0;0;f;f;f;f;f;"leer";f
12602;384;0;0;0;0;f;f;f;f;f;"leer";f
12603;384;0;0;0;0;f;f;f;f;f;"leer";f
12604;384;0;0;0;0;f;f;f;f;f;"leer";f
12605;384;0;0;0;0;f;f;f;f;f;"leer";f
12606;384;0;0;0;0;f;f;f;f;f;"leer";f
12607;384;0;0;0;0;f;f;f;f;f;"leer";f
12608;384;0;0;0;0;f;f;f;f;f;"leer";f
12609;384;0;0;0;0;f;f;f;f;f;"leer";f
12431;384;0;0;0;0;f;f;f;f;f;"leer";f
12433;384;0;0;0;0;f;f;f;f;f;"leer";f
12434;384;0;0;0;0;f;f;f;f;f;"leer";f
12435;384;0;0;0;0;f;f;f;f;f;"leer";f
12436;384;0;0;0;0;f;f;f;f;f;"leer";f
12437;384;0;0;0;0;f;f;f;f;f;"leer";f
12438;384;0;0;0;0;f;f;f;f;f;"leer";f
12439;384;0;0;0;0;f;f;f;f;f;"leer";f
12440;384;0;0;0;0;f;f;f;f;f;"leer";f
12938;384;36;0;1;0;f;f;f;f;f;"leer
";f
5562;380;0;0;0;0;f;f;f;f;f;"leer
";f
12441;384;0;0;0;0;f;f;f;f;f;"leer";f
12442;384;0;0;0;0;f;f;f;f;f;"leer";f
12443;384;0;0;0;0;f;f;f;f;f;"leer";f
12444;384;0;0;0;0;f;f;f;f;f;"leer";f
12445;384;0;0;0;0;f;f;f;f;f;"leer";f
12446;384;0;0;0;0;f;f;f;f;f;"leer";f
12447;384;0;0;0;0;f;f;f;f;f;"leer";f
12448;384;0;0;0;0;f;f;f;f;f;"leer";f
12449;384;0;0;0;0;f;f;f;f;f;"leer";f
12450;384;0;0;0;0;f;f;f;f;f;"leer";f
12451;384;0;0;0;0;f;f;f;f;f;"leer";f
12452;384;0;0;0;0;f;f;f;f;f;"leer";f
12453;384;0;0;0;0;f;f;f;f;f;"leer";f
12454;384;0;0;0;0;f;f;f;f;f;"leer";f
12455;384;0;0;0;0;f;f;f;f;f;"leer";f
12456;384;0;0;0;0;f;f;f;f;f;"leer";f
12457;384;0;0;0;0;f;f;f;f;f;"leer";f
12458;384;0;0;0;0;f;f;f;f;f;"leer";f
12459;384;0;0;0;0;f;f;f;f;f;"leer";f
12460;384;0;0;0;0;f;f;f;f;f;"leer";f
12461;384;0;0;0;0;f;f;f;f;f;"leer";f
12462;384;0;0;0;0;f;f;f;f;f;"leer";f
12463;384;0;0;0;0;f;f;f;f;f;"leer";f
12464;384;0;0;0;0;f;f;f;f;f;"leer";f
12466;384;0;0;0;0;f;f;f;f;f;"leer";f
12467;384;0;0;0;0;f;f;f;f;f;"leer";f
12468;384;0;0;0;0;f;f;f;f;f;"leer";f
12469;384;0;0;0;0;f;f;f;f;f;"leer";f
12470;384;0;0;0;0;f;f;f;f;f;"leer";f
12471;384;0;0;0;0;f;f;f;f;f;"leer";f
12472;384;0;0;0;0;f;f;f;f;f;"leer";f
12473;384;0;0;0;0;f;f;f;f;f;"leer";f
12474;384;0;0;0;0;f;f;f;f;f;"leer";f
12475;384;0;0;0;0;f;f;f;f;f;"leer";f
12476;384;0;0;0;0;f;f;f;f;f;"leer";f
12477;384;0;0;0;0;f;f;f;f;f;"leer";f
12478;384;0;0;0;0;f;f;f;f;f;"leer";f
12479;384;0;0;0;0;f;f;f;f;f;"leer";f
12480;384;0;0;0;0;f;f;f;f;f;"leer";f
12481;384;0;0;0;0;f;f;f;f;f;"leer";f
12482;384;0;0;0;0;f;f;f;f;f;"leer";f
12483;384;0;0;0;0;f;f;f;f;f;"leer";f
12484;384;0;0;0;0;f;f;f;f;f;"leer";f
12485;384;0;0;0;0;f;f;f;f;f;"leer";f
12486;384;0;0;0;0;f;f;f;f;f;"leer";f
12487;384;0;0;0;0;f;f;f;f;f;"leer";f
12488;384;0;0;0;0;f;f;f;f;f;"leer";f
12489;384;0;0;0;0;f;f;f;f;f;"leer";f
12490;384;0;0;0;0;f;f;f;f;f;"leer";f
12491;384;0;0;0;0;f;f;f;f;f;"leer";f
12492;384;0;0;0;0;f;f;f;f;f;"leer";f
12493;384;0;0;0;0;f;f;f;f;f;"leer";f
12494;384;0;0;0;0;f;f;f;f;f;"leer";f
12495;384;0;0;0;0;f;f;f;f;f;"leer";f
12496;384;0;0;0;0;f;f;f;f;f;"leer";f
12497;384;0;0;0;0;f;f;f;f;f;"leer";f
12498;384;0;0;0;0;f;f;f;f;f;"leer";f
